Country,PurchaseOrderDate,Type,Product,Variant,SupplierCountry,Quantity,Value,Freight,Air,BDI,Doses,Distance,Volume,StorageCondition,Openness,Weight,TotalWeight
Colombia,2023-05-30,Vaccine,702,1,Panama,59240,620835.2,7760.0,175.0,977,1,686.1259,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",1.8,0.0084375,499.8375
Colombia,2023-05-30,Vaccine,702,1,Panama,40760,427164.8,8360.0,175.0,977,1,686.1259,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",1.8,0.0084375,343.9125
Saint Vincent and the Grenadines,2023-05-30,Vaccine,702,1,Panama,1500,15720.0,1950.0,175.0,977,1,2049.704,47.02391993916666,"Between +2° C and + 8° C, must not be frozen",1.9,0.0084375,12.65625
Antigua and Barbuda ,2023-05-31,Vaccine,1901,10,Brazil,500,640.0,2082.0,175.0,977,10,4818.193,214.1208340277779,"Between +2° C and + 8° C, can also be frozen",2.2,0.03384567097,1.6922835485
Argentina,2023-05-31,Syringe,5,2,India,400000,15640.0,3311.65,175.0,977,2,15817.92,92.74908356481481,"Between +2° C and + 8° C, must not be frozen",1.5,0.0151851932816666,3037.03865633332
Dominican Republic,2023-05-31,Vaccine,7101,1,Belgium,90000,1170000.0,7689.0,175.0,977,1,7324.625,134.22088997398163,"Between +2° C and + 8° C, must not be frozen",2.6,0.0198615278399999,1787.537505599991
Dominican Republic,2023-05-31,Vaccine,7101,1,Belgium,150000,1950000.0,12604.0,175.0,977,1,7324.625,134.22088997398163,"Between +2° C and + 8° C, must not be frozen",2.6,0.0198547512199999,2978.212682999985
Cayman Islands,2023-06-02,Vaccine,7101,1,France,1400,14280.0,1081.0,179.6,1091,1,7960.709,134.58874955476205,"Between +2° C and + 8° C, must not be frozen",2.0,0.0209999999999999,29.39999999999986
Venezuela,2023-06-02,Vaccine,1302,5,"Korea, Republic of",1006500,1258125.0,50875.0,179.6,1091,5,14488.19,179.22694750992062,"Between +2° C and + 8° C, must not be frozen",1.0,0.0351006965916667,7065.770223902508
Antigua and Barbuda ,2023-06-05,Vaccine,1810,1,"Korea, Republic of",1500,18750.0,3595.77,179.6,1091,1,13883.16,96.74294517367716,"Between +2° C and + 8° C, must not be frozen",2.2,0.0218467883299999,32.77018249499985
Bermuda,2023-06-05,Vaccine,7701,95,Belgium,1100,20900.0,3520.0,179.6,1091,1,5879.001,50.56000000000004,"Between +2° C and + 8° C, must not be frozen",2.0,0.009766667,10.7433337
Cayman Islands,2023-06-05,Vaccine,102,10,United States of America,2000,660.0,1667.0,179.6,1091,10,2488.701,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",2.0,0.023916667,4.7833334
Ecuador,2023-06-05,Immunoglobulin,2102,95,Panama,400,13200.0,580.26,179.6,1091,1,1028.092,48.474400000000024,"Between +2° C and + 8° C, must not be frozen",1.4,0.009766667,3.9066668
Panama,2023-06-05,Vaccine,5301,1,Belgium,500,10150.0,1915.0,179.6,1091,1,8814.414,136.53118410296315,"Between +2° C and + 8° C, must not be frozen",2.5,0.0204236794566666,10.2118397283333
Paraguay,2023-06-05,Vaccine,702,1,Panama,80000,838400.0,15655.0,179.6,1091,1,4482.149,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",2.3,0.0084375,675.0
Ecuador,2023-06-06,Vaccine,2101,1,United States of America,6000,54000.0,3520.0,179.6,1091,1,4584.073,141.41485239250022,"Between +2° C and + 8° C, must not be frozen",1.4,0.0201373431833333,120.8240590999998
Panama,2023-06-06,Vaccine,8101,10,India,100000,72000.0,6300.0,179.6,1091,10,15161.38,133.2840563244049,"Between +2° C and + 8° C, can also be frozen",2.5,0.03366412038,336.6412038
Panama,2023-06-06,Vaccine,8201,1,United States of America,25260,151560.0,13690.0,179.6,1091,1,3580.789,138.81169580583352,"Between +2° C and + 8° C, can also be frozen",2.5,0.0260416670000001,657.8125084200026
Trinidad and Tobago,2023-06-06,Vaccine,1404,10,United States of America,10000,2000.0,4010.0,179.6,1091,10,3569.325,186.73685624999996,"Between +2° C and + 8° C, must not be frozen",3.4,0.0345408888550001,34.5408888550001
Uruguay,2023-06-06,Immunoglobulin,2102,95,Panama,100,3300.0,937.27,179.6,1091,1,5465.056,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",2.0,0.009766667,0.9766667
Cuba,2023-06-07,Syringe,108,0,Germany,405000,17415.0,13932.0,179.6,1091,1,7986.025,128.26174768027786,"Between +2° C and + 8° C, must not be frozen",1.3,0.0162434272405,6578.5880324025
Cuba,2023-06-07,Vaccine,101,12,United States of America,132000,21780.0,7331.808731,179.6,1091,20,2114.841,884.7146619076838,Should be -20° C or below,1.3,0.023916667,157.8500022
Cuba,2023-06-07,Vaccine,2101,1,United States of America,10600,95400.0,588.766458,179.6,1091,1,2114.841,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",1.3,0.0218503280166665,231.6134769766649
Uruguay,2023-06-07,Vaccine,7405,1,United States of America,120000,142800.0,36400.0,179.6,1091,1,8617.354,142.60084819583358,"Between +2° C and + 8° C, must not be frozen",2.0,0.021,2520.0
Uruguay,2023-06-07,Vaccine,1201,1,Panama,15000,141600.0,5200.0,179.6,1091,1,5465.056,135.98320031444462,"Between +2° C and + 8° C, must not be frozen",2.0,0.0204111109999998,306.166664999997
Dominican Republic,2023-06-09,Vaccine,1901,10,Brazil,5000,6400.0,433.0,179.6,1091,10,5311.118,214.1208340277779,"Between +2° C and + 8° C, can also be frozen",2.6,0.0339094917333334,16.954745866666702
Uruguay,2023-06-09,Vaccine,201,81,"Korea, Republic of",2200,4422.0,2013.0,179.6,1091,1,19629.5,93.49930148895493,"Between +2° C and + 8° C, must not be frozen",2.0,0.0211338336666666,46.49443406666652
Bermuda,2023-06-12,Vaccine,5301,1,Belgium,300,6090.0,1542.0,179.6,1091,1,5879.001,136.53118410296315,"Between +2° C and + 8° C, must not be frozen",2.0,0.0203832859366666,6.11498578099998
British Virgin Islands,2023-06-12,Vaccine,1302,5,"Korea, Republic of",800,1000.0,1060.0,179.6,1091,5,13688.75,179.22694750992062,"Between +2° C and + 8° C, must not be frozen",4.1,0.0347320662650001,5.557130602400016
Chile,2023-06-12,Vaccine,402,1,United States of America,900,2025.0,2000.0,179.6,1091,1,8271.045,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.7,0.0133165658799999,11.98490929199991
Guatemala,2023-06-12,Vaccine,7601,95,Belgium,1600,25600.0,10148.0,179.6,1091,1,9095.274,50.56000000000004,"Between +2° C and + 8° C, must not be frozen",3.3,0.009766667,15.6266672
Guatemala,2023-06-12,Vaccine,7101,1,Belgium,7770,101010.0,2090.0,179.6,1091,1,9095.274,132.15678266361124,"Between +2° C and + 8° C, must not be frozen",3.3,0.0190415568199999,147.9528964913992
Panama,2023-06-12,Vaccine,7601,95,France,45000,607050.0,9878.0,179.6,1091,1,8671.104,50.56000000000004,"Between +2° C and + 8° C, must not be frozen",2.5,0.009766667,439.500015
Uruguay,2023-06-12,Vaccine,601,1,United States of America,25000,17500.0,9408.0,179.6,1091,1,8617.354,131.45714306583344,"Between +2° C and + 8° C, must not be frozen",2.0,0.017583333,439.583325
Uruguay,2023-06-12,Vaccine,601,1,United States of America,1600,1120.0,900.0,179.6,1091,1,8617.354,131.45714306583344,"Between +2° C and + 8° C, must not be frozen",2.0,0.017583333,28.1333328
Uruguay,2023-06-12,Vaccine,601,1,United States of America,1500,1050.0,900.0,179.6,1091,1,8617.354,131.45714306583344,"Between +2° C and + 8° C, must not be frozen",2.0,0.017583333,26.3749995
Chile,2023-06-13,Vaccine,101,12,United States of America,200000,33000.0,3900.0,179.6,1091,20,8271.045,884.7146619076838,Should be -20° C or below,3.7,0.023916667,239.16667
El Salvador,2023-06-13,Vaccine,2101,1,United States of America,12000,108000.0,6257.777777,179.6,1091,1,3355.771,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",3.5,0.0208852946719999,250.6235360639988
Paraguay,2023-06-14,Immunoglobulin,1601,95,Italy,50,556.0,1000.0,179.6,1091,1,10376.26,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",2.3,0.009766667,0.48833335
Uruguay,2023-06-14,Vaccine,502,1,China,45000,314550.0,15371.82,179.6,1091,1,19175.59,89.3916210896163,"Between +2° C and + 8° C, must not be frozen",2.0,0.01703992398,766.7965791
Uruguay,2023-06-14,Vaccine,5301,1,Belgium,1000,20300.0,1774.0,179.6,1091,1,11228.75,136.42788081261924,"Between +2° C and + 8° C, must not be frozen",2.0,0.0213540393599999,21.3540393599999
Barbados,2023-06-15,Vaccine,1801,1,United States of America,3000,55440.0,2200.0,179.6,1091,1,3381.507,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",2.6,0.0218468729899999,65.5406189699997
Chile,2023-06-15,Vaccine,2101,1,United States of America,100000,900000.0,26611.0,179.6,1091,1,8271.045,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",3.7,0.0214761183599999,2147.61183599999
Honduras,2023-06-15,Vaccine,2101,95,France,1000,10000.0,3328.0,179.6,1091,1,8810.234,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",3.8,0.009766667,9.766667
Honduras,2023-06-15,Vaccine,2101,95,France,1170,11700.0,3945.0,179.6,1091,1,8810.234,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",3.8,0.009766667,11.42700039
Honduras,2023-06-15,Vaccine,101,12,United States of America,100000,16500.0,3500.0,179.6,1091,20,3234.232,911.0786020928687,Should be -20° C or below,3.8,0.023916667,119.583335
Honduras,2023-06-15,Vaccine,1404,10,United States of America,215000,43000.0,12320.0,179.6,1091,10,3234.232,186.75621562499992,"Between +2° C and + 8° C, can also be frozen",3.8,0.0340170039333334,731.3655845666681
Honduras,2023-06-15,Vaccine,1404,10,United States of America,215000,43000.0,12320.0,179.6,1091,10,3234.232,186.75621562499992,"Between +2° C and + 8° C, can also be frozen",3.8,0.0340170039333334,731.3655845666681
Peru,2023-06-15,Vaccine,102,10,United States of America,1000000,330000.0,25200.0,179.6,1091,10,5890.553,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",3.2,0.023916667,2391.6667
Turks and Caicos,2023-06-15,Vaccine,602,1,"Korea, Republic of",200,160.0,731.0,179.6,1091,1,13201.36,79.48647954695763,"Between +2° C and + 8° C, must not be frozen",3.3,0.011545455,2.309091
Guatemala,2023-06-20,Vaccine,101,12,United States of America,231000,38115.0,5333.0,179.6,1091,20,3318.143,858.3507217224987,Should be -20° C or below,3.3,0.023916667,276.23750385
Peru,2023-06-20,Vaccine,602,1,United States of America,380000,186200.0,91296.0,179.6,1091,1,5890.553,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",3.2,0.017583333,6681.66654
Uruguay,2023-06-20,Immunoglobulin,102,1,Bulgaria,800,3376.0,580.0,179.6,1091,1,11811.41,91.46189834873005,"Between +2° C and + 8° C, must not be frozen",2.0,0.01685878764,13.487030112
El Salvador,2023-06-21,Immunoglobulin,101,1,Denmark,1010,17422.5,3455.0,179.6,1091,1,9483.805,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",3.5,0.0122096215799999,12.331717795799898
Guatemala,2023-06-21,Vaccine,702,1,Panama,150000,1572000.0,26440.0,179.6,1091,1,1356.189,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",3.3,0.0084375,1265.625
Guatemala,2023-06-21,Vaccine,602,1,"Korea, Republic of",43000,34400.0,11925.0,179.6,1091,1,13029.69,79.9851536906481,"Between +2° C and + 8° C, must not be frozen",3.3,0.011545455,496.454565
Peru,2023-06-21,Immunoglobulin,602,1,"Korea, Republic of",500,9700.0,857.09,179.6,1091,1,16329.76,83.85606302910044,"Between +2° C and + 8° C, must not be frozen",3.2,0.0124611998299999,6.230599914999949
Peru,2023-06-21,Immunoglobulin,602,1,"Korea, Republic of",500,9700.0,857.09,179.6,1091,1,16329.76,83.85606302910044,"Between +2° C and + 8° C, must not be frozen",3.2,0.0124611998299999,6.230599914999949
Aruba,2023-06-22,Vaccine,7601,95,France,2800,37772.0,2382.916666,179.6,1091,1,7685.884,50.56000000000004,"Between +2° C and + 8° C, must not be frozen",2.8,0.009766667,27.3466676
Aruba,2023-06-22,Vaccine,7701,95,France,2000,35220.0,1702.083333,179.6,1091,1,7685.884,50.56000000000004,"Between +2° C and + 8° C, must not be frozen",2.8,0.009766667,19.533334
Ecuador,2023-06-22,Syringe,5001,0,Finland,90000,40050.0,12222.0,179.6,1091,1,10782.62,134.58416542777795,"Between +2° C and + 8° C, must not be frozen",1.4,0.0203292999,1829.636991
Guatemala,2023-06-22,Vaccine,1404,10,United States of America,79000,15800.0,5664.0,179.6,1091,10,3318.143,137.45969413630965,"Between +2° C and + 8° C, can also be frozen",3.3,0.0320559541953334,253.24203814313387
Venezuela,2023-06-22,Vaccine,1901,10,Brazil,320500,410240.0,10215.0,179.6,1091,10,4393.217,214.1208340277779,"Between +2° C and + 8° C, can also be frozen",1.0,0.0357898093433333,1147.063389453832
Venezuela,2023-06-22,Vaccine,1901,10,Brazil,749500,959360.0,22500.0,179.6,1091,10,4393.217,214.1208340277779,"Between +2° C and + 8° C, can also be frozen",1.0,0.0358945979033333,2690.3001128548303
Aruba,2023-06-23,Vaccine,601,1,"Korea, Republic of",200,220.0,826.0,179.6,1091,1,14183.6,79.48647954695763,"Between +2° C and + 8° C, must not be frozen",2.8,0.011545455,2.309091
Aruba,2023-06-23,Vaccine,1810,1,"Korea, Republic of",50,625.0,1333.58,179.6,1091,1,14183.6,96.74294517367716,"Between +2° C and + 8° C, must not be frozen",2.8,0.0210607004099999,1.053035020499995
British Virgin Islands,2023-06-23,Immunoglobulin,102,1,Bulgaria,40,168.8,1087.0,179.6,1091,1,8472.396,128.26174768027786,"Between +2° C and + 8° C, must not be frozen",4.1,0.01474553034,0.5898212136000001
Guatemala,2023-06-23,Vaccine,1201,1,Panama,5300,50032.0,4690.0,179.6,1091,1,1356.189,135.98320031444462,"Between +2° C and + 8° C, must not be frozen",3.3,0.0204014836866665,108.12786353933244
Honduras,2023-06-23,Immunoglobulin,2102,1,Israel,240,11880.0,550.0,179.6,1091,1,12001.74,99.61827076629623,"Between +2° C and + 8° C, must not be frozen",3.8,0.0210607004099999,5.054568098399976
Peru,2023-06-23,Vaccine,7405,1,United States of America,400000,476000.0,84168.0,179.6,1091,1,5890.553,143.1826651966669,"Between +2° C and + 8° C, must not be frozen",3.2,0.021,8400.0
Peru,2023-06-23,Vaccine,7405,1,United States of America,300000,357000.0,63000.0,179.6,1091,1,5890.553,143.1826651966669,"Between +2° C and + 8° C, must not be frozen",3.2,0.021,6300.0
Peru,2023-06-23,Vaccine,702,1,Panama,200000,2096000.0,29700.0,179.6,1091,1,2358.473,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",3.2,0.0084375,1687.5
Peru,2023-06-23,Vaccine,702,1,Panama,200000,2096000.0,29700.0,179.6,1091,1,2358.473,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",3.2,0.0084375,1687.5
Trinidad and Tobago,2023-06-23,Syringe,3,2,India,80000,2808.0,3447.65,179.6,1091,2,13808.25,92.74908356481481,"Between +2° C and + 8° C, must not be frozen",3.4,0.01746257544,698.5030176
Antigua and Barbuda ,2023-06-26,Vaccine,602,1,"Korea, Republic of",1000,800.0,868.4,179.6,1091,1,13883.16,79.48647954695763,"Between +2° C and + 8° C, must not be frozen",2.2,0.011545455,11.545455
Antigua and Barbuda ,2023-06-26,Vaccine,1302,5,"Korea, Republic of",1500,1875.0,1302.6,179.6,1091,5,13883.16,179.22694750992062,"Between +2° C and + 8° C, must not be frozen",2.2,0.0350462693183335,10.513880795500052
Curacao,2023-06-26,Vaccine,1302,5,"Korea, Republic of",2500,3125.0,919.0,179.6,1091,5,14378.0,179.22694750992062,"Between +2° C and + 8° C, must not be frozen",3.4,0.0341155246400001,17.05776232000005
El Salvador,2023-06-26,Immunoglobulin,101,1,Denmark,800,13800.0,3355.0,179.6,1091,1,9483.805,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",3.5,0.0136587122999999,10.92696983999992
El Salvador,2023-06-26,Immunoglobulin,101,1,Denmark,700,12075.0,3495.0,179.6,1091,1,9483.805,122.7271961756482,"Between +2° C and + 8° C, must not be frozen",3.5,0.0136721298066666,9.57049086466662
Honduras,2023-06-26,Vaccine,7120,10,India,213000,40257.0,15000.0,179.6,1091,10,14995.18,96.93366168981468,"Between +2° C and + 8° C, must not be frozen",3.8,0.0279807873700001,595.9907709810021
Honduras,2023-06-26,Vaccine,7120,10,India,213000,40257.0,15000.0,179.6,1091,10,14995.18,96.93366168981468,"Between +2° C and + 8° C, must not be frozen",3.8,0.0279807873700001,595.9907709810021
Peru,2023-06-26,Vaccine,1801,1,United States of America,200000,3696000.0,36510.0,179.6,1091,1,5890.553,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",3.2,0.0218143723199999,4362.87446399998
Guatemala,2023-06-27,Vaccine,7101,1,Belgium,23000,299000.0,5610.0,179.6,1091,1,9095.274,136.53118410296315,"Between +2° C and + 8° C, must not be frozen",3.3,0.0202410185599999,465.5434268799977
Guatemala,2023-06-28,Immunoglobulin,1601,95,Italy,3952,43946.24,10000.0,179.6,1091,1,9976.035,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",3.3,0.009766667,38.597867984
Nicaragua,2023-06-28,Vaccine,1404,10,United States of America,100000,20000.0,6981.0,179.6,1091,10,3408.012,186.73685624999996,"Between +2° C and + 8° C, must not be frozen",3.0,0.0342402102766668,342.402102766668
Trinidad and Tobago,2023-06-28,Immunoglobulin,602,1,"Korea, Republic of",20,388.0,1203.3,179.6,1091,1,14603.4,83.85606302910044,"Between +2° C and + 8° C, must not be frozen",3.4,0.0126121467799999,0.252242935599998
Uruguay,2023-06-28,Vaccine,601,1,United States of America,15000,10500.0,7488.0,179.6,1091,1,8617.354,131.45714306583344,"Between +2° C and + 8° C, must not be frozen",2.0,0.017583333,263.749995
Dominican Republic,2023-06-29,Vaccine,7120,10,India,225000,42525.0,15000.0,179.6,1091,10,13701.71,96.93366168981468,"Between +2° C and + 8° C, must not be frozen",2.6,0.0280211808900001,630.4765700250023
Dominican Republic,2023-06-29,Vaccine,8101,10,India,100000,72000.0,5400.0,179.6,1091,10,13701.71,133.2840563244049,"Between +2° C and + 8° C, can also be frozen",2.6,0.03364872686,336.4872686
Guatemala,2023-06-29,Vaccine,502,1,China,25050,175099.5,2998.110236,179.6,1091,1,13351.5,83.30806302910045,"Between +2° C and + 8° C, must not be frozen",3.3,0.0117668438599999,294.7594386929975
Guatemala,2023-06-29,Vaccine,501,1,China,13050,143419.5,1561.889763,179.6,1091,1,13351.5,83.30806302910045,"Between +2° C and + 8° C, must not be frozen",3.3,0.0117064650799999,152.7693692939987
Guatemala,2023-06-29,Vaccine,702,1,Panama,3500,36680.0,2320.0,179.6,1091,1,1356.189,47.02391993916666,"Between +2° C and + 8° C, must not be frozen",3.3,0.0084375,29.531250000000004
Guatemala,2023-06-29,Vaccine,601,1,"Korea, Republic of",20640,22704.0,6876.427299,179.6,1091,1,13029.69,79.9851536906481,"Between +2° C and + 8° C, must not be frozen",3.3,0.011545455,238.2981912
Guatemala,2023-06-29,Vaccine,602,1,"Korea, Republic of",6320,5056.0,2105.5727,179.6,1091,1,13029.69,79.9851536906481,"Between +2° C and + 8° C, must not be frozen",3.3,0.011545455,72.9672756
Guyana,2023-06-29,Vaccine,1201,1,Panama,250,2360.0,1500.0,179.6,1091,1,2364.198,135.98320031444462,"Between +2° C and + 8° C, must not be frozen",1.3,0.0204111109999998,5.102777749999951
Peru,2023-06-29,Vaccine,1801,1,United States of America,200000,3696000.0,36510.0,179.6,1091,1,5890.553,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",3.2,0.0218143723199999,4362.87446399998
Bermuda,2023-06-30,Vaccine,601,1,United States of America,500,350.0,1728.0,179.6,1091,1,1248.121,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",2.0,0.017583333,8.7916665
Colombia,2023-06-30,Vaccine,601,1,United States of America,40000,28000.0,9792.0,179.6,1091,1,4021.171,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",1.8,0.017583333,703.33332
Colombia,2023-06-30,Vaccine,602,1,United States of America,200000,98000.0,48096.0,179.6,1091,1,4021.171,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",1.8,0.017583333,3516.6666
Colombia,2023-06-30,Vaccine,602,1,United States of America,100000,49000.0,24192.0,179.6,1091,1,4021.171,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",1.8,0.017583333,1758.3333
Colombia,2023-06-30,Immunoglobulin,602,95,Panama,4000,72680.0,1500.0,179.6,1091,1,686.1259,126.996954214881,"Between +2° C and + 8° C, must not be frozen",1.8,0.0240793886866666,96.3175547466664
Colombia,2023-06-30,Vaccine,2101,95,France,50000,500000.0,19941.0,179.6,1091,1,8707.677,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",1.8,0.009766667,488.33335
Colombia,2023-06-30,Vaccine,2101,95,France,50000,500000.0,19941.0,179.6,1091,1,8707.677,48.66400000000002,"Between +2° C and + 8° C, must not be frozen",1.8,0.009766667,488.33335
Nicaragua,2023-06-30,Vaccine,2101,1,United States of America,3000,27000.0,3168.0,179.6,1091,1,3408.012,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",3.0,0.0207506033766666,62.25181012999981
Trinidad and Tobago,2023-06-30,Vaccine,601,10,"Korea, Republic of",20000,6400.0,4125.937031,179.6,1091,10,14603.4,95.4918685785581,"Between +2° C and + 8° C, must not be frozen",3.4,0.027583333,55.166666
Venezuela,2023-06-30,Syringe,5001,0,Finland,99525,44288.63,14625.0,179.6,1091,1,9103.444,134.58874955476205,"Between +2° C and + 8° C, must not be frozen",1.0,0.0222061574399999,2210.06781921599
Dominican Republic,2023-07-02,Vaccine,601,10,United States of America,350000,115500.0,11520.0,167.2,1127,10,2508.955,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",2.6,0.0275833329999999,965.4166549999966
Guatemala,2023-07-03,Vaccine,1810,1,"Korea, Republic of",22802,285025.0,21124.46,167.2,1127,1,13029.69,126.02886433624332,"Between +2° C and + 8° C, must not be frozen",3.3,0.0211941456866666,483.2689099473718
Guatemala,2023-07-04,Syringe,209,0,China,691200,16934.4,40893.0,167.2,1127,1,13351.5,83.28726302910043,"Between +2° C and + 8° C, must not be frozen",3.3,0.0120150677333332,8304.814817279908
Bermuda,2023-07-05,Vaccine,7601,95,France,300,4047.0,850.0,167.2,1127,1,5764.324,50.56000000000004,"Between +2° C and + 8° C, must not be frozen",2.0,0.009766667,2.9300001
Cayman Islands,2023-07-05,Vaccine,501,1,China,100,1099.0,2744.61,167.2,1127,1,13188.35,89.1942183283729,"Between +2° C and + 8° C, must not be frozen",2.0,0.01643613618,1.643613618
Brazil,2023-07-06,Immunoglobulin,2102,1,Israel,15000,742500.0,28350.0,167.2,1127,1,10629.06,136.38652752178587,"Between +2° C and + 8° C, must not be frozen",1.4,0.0214518386066665,321.77757909999747
Cayman Islands,2023-07-06,Vaccine,601,1,United States of America,150,105.0,1700.0,167.2,1127,1,2488.701,132.03896006666676,"Between +2° C and + 8° C, must not be frozen",2.0,0.017583333,2.63749995
Guatemala,2023-07-06,Vaccine,1404,10,United States of America,200000,40000.0,7104.0,167.2,1127,10,3318.143,835.8374124696421,"Between +2° C and + 8° C, can also be frozen",3.3,0.0293250800366667,586.501600733334
Colombia,2023-07-10,Vaccine,102,10,United States of America,400000,132000.0,10200.0,167.2,1127,10,4021.171,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",1.8,0.023916667,956.66668
Colombia,2023-07-10,Vaccine,102,10,United States of America,200000,66000.0,7367.0,167.2,1127,10,4021.171,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",1.8,0.023916667,478.33334
Colombia,2023-07-10,Vaccine,7101,1,France,200000,2040000.0,8279.5,167.2,1127,1,8707.677,134.9874926351192,"Between +2° C and + 8° C, must not be frozen",1.8,0.0209728935199999,4194.5787039999805
Curacao,2023-07-10,Vaccine,7001,10,Indonesia,1000,175.0,1950.0,167.2,1127,10,18698.0,98.69513165943115,"Between +2° C and + 8° C, must not be frozen",3.4,0.0263509838,2.63509838
Dominican Republic,2023-07-10,Vaccine,702,1,Panama,162250,1700380.0,22090.0,167.2,1127,1,1493.425,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",2.6,0.0084375,1368.984375
Dominican Republic,2023-07-10,Vaccine,702,1,Panama,162250,1700380.0,22090.0,167.2,1127,1,1493.425,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",2.6,0.0084375,1368.984375
Dominican Republic,2023-07-10,Vaccine,5301,1,Belgium,2000,40600.0,2282.0,167.2,1127,1,7324.625,136.53118410296315,"Between +2° C and + 8° C, must not be frozen",2.6,0.0203683738999999,40.7367477999998
Guatemala,2023-07-10,Vaccine,7120,10,India,13720,2593.08,2932.934294,167.2,1127,10,15042.3,96.93366168981468,"Between +2° C and + 8° C, must not be frozen",3.3,0.0279709494066668,38.37614258594685
Guatemala,2023-07-10,Vaccine,8101,10,India,8000,5760.0,1710.165769,167.2,1127,10,15042.3,133.2840563244049,"Between +2° C and + 8° C, can also be frozen",3.3,0.03363333334,26.906666672
Bermuda,2023-07-11,Vaccine,901,10,"Korea, Republic of",5000,27500.0,1021.5,167.2,1127,10,12169.14,100.61131931736763,"Between +2° C and + 8° C, must not be frozen",2.0,0.0275833329999999,13.791666499999952
Bermuda,2023-07-11,Vaccine,901,95,France,600,3510.0,1054.0,167.2,1127,1,5764.324,129.32422221821437,"Between +2° C and + 8° C, must not be frozen",2.0,0.0240793886866666,14.44763321199996
Chile,2023-07-11,Vaccine,501,1,China,9000,98910.0,4017.01,167.2,1127,1,19079.88,84.038671288029,"Between +2° C and + 8° C, must not be frozen",3.7,0.0141980960679999,127.7828646119991
Colombia,2023-07-11,Vaccine,702,1,Panama,200000,2096000.0,25670.0,167.2,1127,1,686.1259,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",1.8,0.0084375,1687.5
Colombia,2023-07-11,Vaccine,702,1,Panama,100000,1048000.0,14780.0,167.2,1127,1,686.1259,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",1.8,0.0084375,843.75
Colombia,2023-07-11,Vaccine,702,1,Panama,100000,1048000.0,14780.0,167.2,1127,1,686.1259,47.02391993916665,"Between +2° C and + 8° C, must not be frozen",1.8,0.0084375,843.75
Guatemala,2023-07-11,Vaccine,102,10,United States of America,8000,2640.0,2354.285714,167.2,1127,10,3318.143,133.57330884880966,"Between +2° C and + 8° C, must not be frozen",3.3,0.023916667,19.1333336
Guatemala,2023-07-11,Vaccine,2101,1,United States of America,4600,41400.0,1353.714285,167.2,1127,1,3318.143,144.58170008333357,"Between +2° C and + 8° C, must not be frozen",3.3,0.0202905479049999,93.33652036299954
Guatemala,2023-07-11,Vaccine,601,10,"Korea, Republic of",25000,8000.0,3300.0,167.2,1127,10,13029.69,96.48921686593906,"Between +2° C and + 8° C, must not be frozen",3.3,0.027583333,68.95833250000001
Jamaica,2023-07-11,Vaccine,601,1,"Korea, Republic of",2000,2200.0,1038.0,167.2,1127,1,13375.87,79.48647954695763,"Between +2° C and + 8° C, must not be frozen",2.3,0.011545455,23.09091
Uruguay,2023-07-11,Vaccine,101,12,United States of America,125000,20625.0,3600.0,167.2,1127,20,8617.354,857.7689047216652,Should be -20° C or below,2.0,0.023916667,149.47916875
Uruguay,2023-07-11,Immunoglobulin,7001,1,Brazil,10,720.0,1640.59,167.2,1127,1,1567.878,134.58416542777795,"Between +2° C and + 8° C, must not be frozen",2.0,0.0204236794566666,0.204236794566666
