Country,PurchaseOrderDate,Type,Product,Variant,SupplierCountry,Quantity,Value,Freight,Air,BDI,Doses,Distance,Volume,StorageCondition,Openness,Weight,TotalWeight
Cayman Islands,2022-11-21,Vaccine,1103,1,United States of America,2400,34800.0,4250.0,195.2,1355,1,2488.701,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.0,0.020411111,48.9866664
Cuba,2022-11-28,Vaccine,1404,12,India,1022000,132860.0,16637.0,195.2,1355,20,2114.841,205.7486111111111,Should be -20° C or below,1.3,0.041111111,2100.7777721
Cuba,2022-11-30,Vaccine,1301,5,Netherlands,5200,13000.0,1200.0,195.2,1355,5,7823.974,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.3,0.034464286,35.84285744
Peru,2022-12-01,Vaccine,7120,10,India,600000,99000.0,17070.0,203.5,1515,10,5890.553,98.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.027916667,1675.00002
Jamaica,2022-12-05,Vaccine,8205,1,India,16500,53460.0,3361.352112,203.5,1515,1,2549.896,188.1,"Between +2° C and + 8° C, can also be frozen",2.3,0.043333333,714.9999945000001
Jamaica,2022-12-05,Vaccine,8205,5,India,54500,88072.0,11102.64789,203.5,1515,5,2549.896,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.3,0.030208333,329.27082970000004
Bahamas,2022-12-09,Vaccine,7405,1,India,5000,5250.0,1764.0,203.5,1515,1,13465.89,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.1,0.0193261748599999,96.63087429999948
Argentina,2022-12-15,Vaccine,7120,10,India,250000,41250.0,7168.0,203.5,1515,10,8542.694,98.4,"Between +2° C and + 8° C, must not be frozen",1.5,0.027916667,697.9166749999999
Jamaica,2022-12-15,Vaccine,8205,5,India,6000,9696.0,1680.0,203.5,1515,5,2549.896,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.3,0.030208333,36.2499996
Brazil,2022-12-19,Vaccine,7405,1,India,500000,525000.0,29000.0,203.5,1515,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,10499.99999999995
Brazil,2022-12-19,Vaccine,7405,1,India,500000,525000.0,29000.0,203.5,1515,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,10499.99999999995
Brazil,2022-12-19,Vaccine,7405,1,India,500000,525000.0,29000.0,203.5,1515,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,10499.99999999995
Brazil,2022-12-19,Vaccine,7405,1,India,500000,525000.0,29000.0,203.5,1515,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,10499.99999999995
Brazil,2022-12-19,Vaccine,7405,1,India,500000,525000.0,29000.0,203.5,1515,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,10499.99999999995
Colombia,2022-12-20,Vaccine,8101,10,India,1000000,779000.0,37632.0,203.5,1515,10,4021.171,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.8,0.03375,3375.0
Bahamas,2022-12-29,Vaccine,7120,10,India,5000,825.0,1698.55,203.5,1515,10,1770.893,98.4,"Between +2° C and + 8° C, must not be frozen",3.1,0.027916667,13.9583335
Bahamas,2022-12-29,Vaccine,8205,1,India,5000,16200.0,1698.55,203.5,1515,1,1770.893,188.1,"Between +2° C and + 8° C, can also be frozen",3.1,0.043333333,216.666665
Curacao,2022-12-29,Vaccine,1901,10,France,1400,2142.0,1190.0,203.5,1515,10,7587.0,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.4,0.033933333,4.7506666200000005
Paraguay,2022-12-29,Vaccine,1901,10,France,150000,229500.0,5230.0,203.5,1515,10,10168.73,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.3,0.033933333,508.999995
Curacao,2023-01-25,Vaccine,7010,10,India,1500,180.0,1920.0,193.8,681,10,4733.0,98.4,"Between +2° C and + 8° C, must not be frozen",3.4,0.02625,3.9375
Peru,2023-01-25,Vaccine,8205,1,India,400000,1424000.0,121680.0,193.8,681,1,5890.553,188.1,"Between +2° C and + 8° C, can also be frozen",3.2,0.043333333,17333.3332
Peru,2023-01-25,Vaccine,8205,1,India,400000,1424000.0,121680.0,193.8,681,1,5890.553,188.1,"Between +2° C and + 8° C, can also be frozen",3.2,0.043333333,17333.3332
Peru,2023-01-25,Vaccine,7010,10,India,1000000,120000.0,32256.0,193.8,681,10,5890.553,98.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.02625,2625.0
Peru,2023-01-25,Vaccine,7010,10,India,1000000,120000.0,32256.0,193.8,681,10,5890.553,98.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.02625,2625.0
Curacao,2023-01-27,Vaccine,7405,1,India,3000,3450.0,6845.0,193.8,681,1,14951.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.4,0.0209999999999999,62.9999999999997
Curacao,2023-01-27,Vaccine,8205,5,India,3000,5328.0,1680.0,193.8,681,5,4733.0,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",3.4,0.030208333,18.1249998
Peru,2023-01-30,Vaccine,1404,12,India,1000000,130000.0,21179.0,193.8,681,20,5890.553,205.7486111111111,Should be -20° C or below,3.2,0.041111111,2055.55555
Peru,2023-02-02,Vaccine,7120,10,India,600000,106800.0,19200.0,212.1,990,10,5890.553,98.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.027916667,1675.00002
Curacao,2023-02-06,Vaccine,1404,12,India,4000,518.0,2600.0,212.1,990,20,14951.0,2730.9555,Should be -20° C or below,3.4,0.0295,5.9
Brazil,2023-02-09,Vaccine,7010,10,Indonesia,2003200,220352.0,104024.01,212.1,990,10,15644.48,94.7142857142857,"Between +2° C and + 8° C, must not be frozen",1.4,0.022714286,4550.12577152
Honduras,2023-02-09,Vaccine,7010,10,India,76800,9216.0,6900.0,212.1,990,10,14995.18,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.8,0.038368056,294.66667008
Jamaica,2023-02-13,Vaccine,1301,5,Netherlands,77000,130900.0,8325.0,212.1,990,5,7885.116,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",2.3,0.034464286,530.7500044
Peru,2023-02-13,Vaccine,1901,10,France,500000,765000.0,15221.0,212.1,990,10,10268.11,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.2,0.033933333,1696.6666500000003
Peru,2023-02-13,Vaccine,1901,10,France,300000,459000.0,9039.0,212.1,990,10,10268.11,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.2,0.033933333,1017.99999
British Virgin Islands,2023-02-14,Vaccine,1103,1,United States of America,500,7250.0,5800.0,212.1,990,1,2638.875,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",4.1,0.020411111,10.2055555
Cayman Islands,2023-02-14,Vaccine,6001,97,Belgium,1600,10400.0,2640.0,212.1,990,1,8069.901,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",2.0,0.009766667,15.6266672
Curacao,2023-02-14,Vaccine,1103,1,United States of America,2500,36250.0,4500.0,212.1,990,1,4733.0,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.4,0.020411111,51.0277775
Peru,2023-02-14,Vaccine,1103,1,United States of America,500000,7250000.0,110100.0,212.1,990,1,5890.553,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.2,0.020411111,10205.5555
Dominican Republic,2023-02-15,Vaccine,1103,1,United States of America,400000,5800000.0,38900.0,212.1,990,1,2508.955,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.6,0.020411111,8164.444399999999
Guyana,2023-02-15,Vaccine,6001,97,Belgium,19600,49000.0,11280.0,212.1,990,1,7525.764,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",1.3,0.009766667,191.4266732
Bolivia,2023-02-16,Vaccine,6001,97,Belgium,200000,500000.0,92520.0,212.1,990,1,10261.03,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",2.0,0.009766667,1953.3334
Bermuda,2023-02-17,Vaccine,8201,1,Belgium,300,1500.0,3135.0,212.1,990,1,5879.001,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",2.0,0.026041667,7.8125001
Trinidad and Tobago,2023-02-17,Vaccine,8205,1,India,10000,35600.0,4805.0,212.1,990,1,3569.325,188.1,"Between +2° C and + 8° C, can also be frozen",3.4,0.043333333,433.33333
Trinidad and Tobago,2023-02-17,Vaccine,8205,1,India,5000,17800.0,4075.0,212.1,990,1,3569.325,188.1,"Between +2° C and + 8° C, can also be frozen",3.4,0.043333333,216.666665
Turks and Caicos,2023-02-17,Vaccine,7405,1,India,1079,1240.85,1607.0,212.1,990,1,13505.43,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.3,0.0209728935199999,22.62975210807989
Bolivia,2023-02-21,Vaccine,7010,10,India,345600,41472.0,28700.0,212.1,990,10,16246.04,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.0,0.038368056,1326.00001536
Bolivia,2023-02-21,Vaccine,7010,10,India,345600,41472.0,28700.0,212.1,990,10,16246.04,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.0,0.038368056,1326.00001536
Dominican Republic,2023-02-21,Vaccine,7010,10,India,599040,71884.8,38400.0,212.1,990,10,13701.71,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.6,0.038368056,2298.400026624
Turks and Caicos,2023-02-21,Vaccine,8201,1,Belgium,800,4000.0,5316.0,212.1,990,1,7174.894,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",3.3,0.026041667,20.8333336
Colombia,2023-02-22,Vaccine,7120,10,India,200000,35600.0,7979.0,212.1,990,10,4021.171,98.4,"Between +2° C and + 8° C, must not be frozen",1.8,0.027916667,558.3333399999999
Dominican Republic,2023-02-22,Vaccine,7405,1,India,270000,310500.0,22000.0,212.1,990,1,13701.71,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.6,0.0198818576999999,5368.101578999973
Guatemala,2023-02-22,Vaccine,7010,10,India,299520,35942.4,19400.0,212.1,990,10,15042.3,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.3,0.038368056,1149.200013312
Haiti,2023-02-23,Vaccine,7405,1,India,73728,92897.28,31500.0,212.1,990,1,13846.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.8,0.018967014,1398.400008192
Honduras,2023-02-23,Vaccine,8201,1,Belgium,105000,525000.0,13860.0,212.1,990,1,8916.339,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",3.8,0.026041667,2734.375035
Honduras,2023-02-23,Vaccine,8201,1,Belgium,105000,525000.0,13860.0,212.1,990,1,8916.339,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",3.8,0.026041667,2734.375035
Peru,2023-02-23,Vaccine,6001,97,Belgium,250000,1625000.0,125730.0,212.1,990,1,10464.8,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",3.2,0.009766667,2441.66675
Peru,2023-02-23,Vaccine,6001,97,Belgium,300000,1950000.0,150131.0,212.1,990,1,10464.8,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",3.2,0.009766667,2930.0001
Bolivia,2023-02-24,Vaccine,7405,1,India,150000,172500.0,22300.0,212.1,990,1,16246.04,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.0,0.0197327720599999,2959.915808999985
Bolivia,2023-02-24,Vaccine,7405,1,India,150000,172500.0,22300.0,212.1,990,1,16246.04,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.0,0.0197327720599999,2959.915808999985
Bolivia,2023-02-24,Vaccine,7405,1,India,150000,172500.0,22300.0,212.1,990,1,16246.04,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.0,0.0197327720599999,2959.915808999985
Bolivia,2023-02-24,Vaccine,7405,1,India,150000,172500.0,22300.0,212.1,990,1,16246.04,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.0,0.0197327720599999,2959.915808999985
Nicaragua,2023-02-27,Vaccine,7010,10,India,499200,59904.0,35000.0,212.1,990,10,15167.33,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.0,0.038368056,1915.33335552
Nicaragua,2023-02-27,Vaccine,7010,10,India,199680,23961.6,14300.0,212.1,990,10,15167.33,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.0,0.038368056,766.1333422079999
Belize,2023-02-28,Vaccine,8205,1,India,10000,35600.0,7627.0,212.1,990,1,2979.495,188.1,"Between +2° C and + 8° C, can also be frozen",2.8,0.043333333,433.33333
Trinidad and Tobago,2023-02-28,Vaccine,8205,5,India,15000,26640.0,2800.0,212.1,990,5,3569.325,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",3.4,0.030208333,90.624999
Trinidad and Tobago,2023-02-28,Vaccine,8205,5,India,15000,26640.0,2800.0,212.1,990,5,3569.325,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",3.4,0.030208333,90.624999
Chile,2023-03-01,Vaccine,7010,10,India,150000,18000.0,7765.0,195.9,1389,10,8271.045,98.4,"Between +2° C and + 8° C, must not be frozen",3.7,0.02625,393.75
Belize,2023-03-06,Vaccine,1901,10,France,1000,1530.0,2841.0,195.9,1389,10,8664.439,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.8,0.033933333,3.393333300000001
Ecuador,2023-03-06,Vaccine,8101,10,India,3245000,2735535.0,166940.0,195.9,1389,10,4584.073,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.4,0.03375,10951.875
Argentina,2023-03-07,Vaccine,7010,10,India,400000,48000.0,17408.0,195.9,1389,10,8542.694,98.4,"Between +2° C and + 8° C, must not be frozen",1.5,0.02625,1050.0
Honduras,2023-03-07,Vaccine,6001,97,Belgium,166500,416250.0,54840.0,195.9,1389,1,8916.339,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",3.8,0.009766667,1626.1500555
Ecuador,2023-03-09,Vaccine,6001,97,Belgium,240000,1560000.0,108130.0,195.9,1389,1,9535.309,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",1.4,0.009766667,2344.00008
Aruba,2023-03-11,Vaccine,8205,5,India,1500,2664.0,1805.0,195.9,1389,5,3161.668,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.8,0.030208333,9.0624999
Aruba,2023-03-11,Vaccine,8205,1,India,1500,5340.0,1805.0,195.9,1389,1,3161.668,188.1,"Between +2° C and + 8° C, can also be frozen",2.8,0.043333333,64.9999995
El Salvador,2023-03-13,Vaccine,6001,97,Belgium,79500,516750.0,33352.0,195.9,1389,1,9085.503,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",3.5,0.009766667,776.4500264999999
Trinidad and Tobago,2023-03-13,Vaccine,1301,5,Netherlands,15400,26180.0,2624.0,195.9,1389,5,7487.81,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",3.4,0.034464286,106.15000088
Turks and Caicos,2023-03-14,Vaccine,7010,10,India,2000,240.0,1916.666666,195.9,1389,10,2163.191,98.4,"Between +2° C and + 8° C, must not be frozen",3.3,0.02625,5.25
Turks and Caicos,2023-03-14,Vaccine,7120,10,India,2500,445.0,2395.833333,195.9,1389,10,2163.191,98.4,"Between +2° C and + 8° C, must not be frozen",3.3,0.027916667,6.97916675
Ecuador,2023-03-16,Vaccine,1404,12,India,1989000,258570.0,41859.0,195.9,1389,20,4584.073,205.7486111111111,Should be -20° C or below,1.4,0.041111111,4088.49998895
Haiti,2023-03-17,Vaccine,7120,10,India,100000,17800.0,6144.0,195.9,1389,10,2475.965,98.4,"Between +2° C and + 8° C, must not be frozen",2.8,0.027916667,279.16666999999995
Jamaica,2023-03-17,Vaccine,1103,1,United States of America,8000,116000.0,4650.0,195.9,1389,1,2549.896,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.3,0.020411111,163.288888
Costa Rica,2023-03-20,Vaccine,7010,10,India,299520,35942.4,14800.0,195.9,1389,10,15289.71,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.9,0.038368056,1149.200013312
Guatemala,2023-03-20,Vaccine,1404,12,India,12000,1554.0,1340.0,195.9,1389,20,15042.3,2730.9555,Should be -20° C or below,3.3,0.0295,17.7
Guatemala,2023-03-20,Vaccine,1103,1,United States of America,24850,360325.0,8200.0,195.9,1389,1,3318.143,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.3,0.020411111,507.21610835
Guatemala,2023-03-21,Vaccine,1301,5,Netherlands,198800,337960.0,18720.0,195.9,1389,5,9093.943,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",3.3,0.034464286,1370.30001136
Costa Rica,2023-03-22,Vaccine,1103,1,United States of America,66400,962800.0,9489.64,195.9,1389,1,3564.9,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.9,0.020411111,1355.2977704
Costa Rica,2023-03-22,Vaccine,6001,97,Belgium,40000,260000.0,14160.0,195.9,1389,1,9046.46,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",3.9,0.009766667,390.66668
Costa Rica,2023-03-22,Vaccine,8205,1,India,80000,284800.0,30125.0,195.9,1389,1,3564.9,188.1,"Between +2° C and + 8° C, can also be frozen",3.9,0.043333333,3466.66664
Ecuador,2023-03-22,Vaccine,8101,10,India,652500,550057.5,30800.0,195.9,1389,10,4584.073,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.4,0.03375,2202.1875
Guatemala,2023-03-22,Vaccine,1301,5,Netherlands,4200,7140.0,520.0,195.9,1389,5,9093.943,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",3.3,0.034464286,28.95000024
Guatemala,2023-03-22,Vaccine,1103,1,United States of America,300000,4350000.0,58000.0,195.9,1389,1,3318.143,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.3,0.020411111,6123.333299999999
Brazil,2023-03-23,Vaccine,7120,10,India,1925000,342650.0,22500.0,195.9,1389,10,7694.307,98.4,"Between +2° C and + 8° C, must not be frozen",1.4,0.027916667,5373.9583975000005
Brazil,2023-03-23,Vaccine,7120,10,India,2500000,445000.0,31500.0,195.9,1389,10,7694.307,98.4,"Between +2° C and + 8° C, must not be frozen",1.4,0.027916667,6979.166749999999
Costa Rica,2023-03-23,Vaccine,8201,1,Belgium,1000,5000.0,2340.0,195.9,1389,1,9046.46,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",3.9,0.026041667,26.041667
Guatemala,2023-03-27,Vaccine,8205,1,India,75000,267000.0,28219.0,195.9,1389,1,3318.143,188.1,"Between +2° C and + 8° C, can also be frozen",3.3,0.043333333,3249.999975
Ecuador,2023-03-28,Vaccine,1404,12,India,607000,78910.0,11680.0,195.9,1389,20,4584.073,205.7486111111111,Should be -20° C or below,1.4,0.041111111,1247.72221885
Guatemala,2023-03-28,Vaccine,8205,1,India,4600,16376.0,3042.040404,195.9,1389,1,3318.143,188.1,"Between +2° C and + 8° C, can also be frozen",3.3,0.043333333,199.3333318
Montserrat,2023-03-28,Vaccine,1103,1,United States of America,300,4350.0,3350.0,195.9,1389,1,2906.769,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.4,0.020411111,6.1233333
Venezuela,2023-03-28,Vaccine,8205,5,India,1000000,1776000.0,112224.0,195.9,1389,5,3428.63,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.0,0.030208333,6041.6666
Venezuela,2023-03-29,Vaccine,1404,12,India,358000,46540.0,9707.0,195.9,1389,20,3428.63,205.7486111111111,Should be -20° C or below,1.0,0.041111111,735.8888869
Guatemala,2023-03-30,Vaccine,7405,1,India,8800,11088.0,2938.77551,195.9,1389,1,15042.3,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.3,0.018967014,166.9097232
Jamaica,2023-03-30,Vaccine,7405,1,India,90000,103500.0,10675.0,195.9,1389,1,14143.62,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.3,0.0209796701399999,1888.170312599991
Venezuela,2023-03-31,Vaccine,7405,10,India,500000,425000.0,25578.0,195.9,1389,10,3428.63,98.4,"Between +2° C and + 8° C, must not be frozen",1.0,0.027916667,1395.83335
Venezuela,2023-03-31,Vaccine,7405,10,India,1804000,1533400.0,91959.0,195.9,1389,10,3428.63,98.4,"Between +2° C and + 8° C, must not be frozen",1.0,0.027916667,5036.1667268
Ecuador,2023-04-03,Vaccine,1301,5,Netherlands,91000,154700.0,6420.0,184.1,1576,5,9589.459,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.4,0.034464286,627.2500051999999
Guatemala,2023-04-03,Vaccine,6001,97,Belgium,4600,29900.0,4565.0,184.1,1576,1,9095.274,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",3.3,0.009766667,44.9266682
Guatemala,2023-04-04,Vaccine,6001,97,Belgium,150000,975000.0,87340.0,184.1,1576,1,9095.274,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",3.3,0.009766667,1465.00005
Venezuela,2023-04-04,Vaccine,7010,10,India,695330,83439.6,36700.0,184.1,1576,10,14212.44,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.038368056,2667.846037848
Jamaica,2023-04-06,Vaccine,8205,1,India,20000,71200.0,9707.0,184.1,1576,1,2549.896,188.1,"Between +2° C and + 8° C, can also be frozen",2.3,0.043333333,866.66666
St. Kitts & Nevis,2023-04-06,Vaccine,7405,1,India,700,882.0,700.0,184.1,1576,1,13349.88,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.6,0.018967014,13.2769098
Grenada,2023-04-07,Vaccine,8205,1,India,3000,10680.0,3467.0,184.1,1576,1,3410.385,188.1,"Between +2° C and + 8° C, can also be frozen",2.7,0.043333333,129.999999
Venezuela,2023-04-07,Vaccine,7010,10,India,695330,83439.6,36700.0,184.1,1576,10,14212.44,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.038368056,2667.846037848
Venezuela,2023-04-07,Vaccine,7010,10,India,696840,83620.8,36700.0,184.1,1576,10,14212.44,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.0,0.038368056,2673.639614304
Brazil,2023-04-10,Vaccine,7405,1,India,400000,460000.0,71420.0,184.1,1576,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,8399.99999999996
Brazil,2023-04-10,Vaccine,7405,1,India,400000,460000.0,71420.0,184.1,1576,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,8399.99999999996
Brazil,2023-04-10,Vaccine,7405,1,India,400000,460000.0,71420.0,184.1,1576,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,8399.99999999996
Brazil,2023-04-10,Vaccine,7405,1,India,400000,460000.0,71420.0,184.1,1576,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,8399.99999999996
Brazil,2023-04-10,Vaccine,7405,1,India,400000,460000.0,71420.0,184.1,1576,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,8399.99999999996
Brazil,2023-04-10,Vaccine,7405,1,India,400000,460000.0,71420.0,184.1,1576,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,8399.99999999996
Brazil,2023-04-10,Vaccine,7405,1,India,400000,460000.0,71420.0,184.1,1576,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209999999999999,8399.99999999996
Brazil,2023-04-10,Vaccine,7405,1,India,200000,230000.0,35710.0,184.1,1576,1,14441.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.4,0.0209728935199999,4194.5787039999805
Guatemala,2023-04-12,Vaccine,7010,10,India,250000,30000.0,16000.0,184.1,1576,10,15042.3,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.3,0.038368056,959.2014
Barbados,2023-04-13,Vaccine,1103,1,United States of America,8000,116000.0,3200.0,184.1,1576,1,3381.507,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.6,0.020411111,163.288888
Guatemala,2023-04-13,Vaccine,7405,1,India,250000,315000.0,72000.0,184.1,1576,1,15042.3,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.3,0.018967014,4741.7535
Barbados,2023-04-14,Vaccine,8205,1,India,6000,21360.0,5546.0,184.1,1576,1,3381.507,188.1,"Between +2° C and + 8° C, can also be frozen",2.6,0.043333333,259.999998
Curacao,2023-04-15,Vaccine,8205,1,India,600,2136.0,1941.0,184.1,1576,1,4733.0,188.1,"Between +2° C and + 8° C, can also be frozen",3.4,0.043333333,25.9999998
British Virgin Islands,2023-04-17,Vaccine,8201,1,Belgium,1500,7500.0,3540.0,184.1,1576,1,6965.909,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",4.1,0.026041667,39.0625005
Dominican Republic,2023-04-17,Vaccine,1301,5,Netherlands,299600,509320.0,12150.0,184.1,1576,5,7363.132,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",2.6,0.034464286,2065.10001712
Dominican Republic,2023-04-17,Vaccine,7010,10,India,599040,71884.8,35000.0,184.1,1576,10,13701.71,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.6,0.038368056,2298.400026624
Barbados,2023-04-18,Vaccine,1901,10,France,900,1377.0,1766.0,184.1,1576,10,6882.34,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.6,0.033933333,3.0539999700000005
Haiti,2023-04-18,Vaccine,7010,10,India,307200,36864.0,28400.0,184.1,1576,10,13846.49,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.8,0.038368056,1178.66668032
Argentina,2023-04-19,Vaccine,6001,97,Belgium,250000,1625000.0,108460.0,184.1,1576,1,11326.76,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",1.5,0.009766667,2441.66675
Argentina,2023-04-19,Vaccine,6001,97,Belgium,250000,1625000.0,108460.0,184.1,1576,1,11326.76,50.55999999999999,"Between +2° C and + 8° C, must not be frozen",1.5,0.009766667,2441.66675
Aruba,2023-04-19,Vaccine,1103,1,United States of America,2500,36250.0,4150.0,184.1,1576,1,3161.668,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.8,0.020411111,51.0277775
Barbados,2023-04-19,Vaccine,7405,1,India,10000,11500.0,2400.0,184.1,1576,1,13467.32,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.6,0.0209999999999999,209.999999999999
Argentina,2023-04-20,Vaccine,7010,10,India,400000,48000.0,11605.0,184.1,1576,10,8542.694,98.4,"Between +2° C and + 8° C, must not be frozen",1.5,0.02625,1050.0
Haiti,2023-04-20,Vaccine,7405,1,India,344600,434196.0,144500.0,184.1,1576,1,13846.49,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.8,0.018967014,6536.033024400001
Peru,2023-04-20,Vaccine,1404,12,India,2000000,260000.0,34536.0,184.1,1576,20,5890.553,205.7486111111111,Should be -20° C or below,3.2,0.041111111,4111.1111
Argentina,2023-04-21,Vaccine,7120,10,India,250000,44500.0,7168.0,184.1,1576,10,8542.694,98.4,"Between +2° C and + 8° C, must not be frozen",1.5,0.027916667,697.9166749999999
Colombia,2023-04-24,Vaccine,1404,12,India,200000,26000.0,6571.0,184.1,1576,20,4021.171,205.7486111111111,Should be -20° C or below,1.8,0.041111111,411.11111
Colombia,2023-04-24,Vaccine,8205,1,India,400000,1424000.0,121680.0,184.1,1576,1,4021.171,188.1,"Between +2° C and + 8° C, can also be frozen",1.8,0.043333333,17333.3332
Ecuador,2023-04-24,Vaccine,1301,5,Netherlands,144200,245140.0,9285.0,184.1,1576,5,9589.459,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.4,0.034464286,993.95000824
Colombia,2023-04-25,Vaccine,1901,10,France,1000000,1530000.0,29630.0,184.1,1576,10,8707.677,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",1.8,0.033933333,3393.3333000000007
