Country,PurchaseOrderDate,Type,Product,Variant,SupplierCountry,Quantity,Value,Freight,Air,BDI,Doses,Weight,Distance,TotalShipmentWeight,prod vol,STORAGE CONDITION,Openness,PredictedWeight,FinalWeight,Volume
Guatemala,2022-02-01,Vaccine,1103.0,1.0,United States of America,400000.0,5800000.0,104000.0,205.1,2040.0,1.0,0.020411111,3318.143,8164.444399999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.3,0.0204111109999998,0.020411111,143.0835476752576
Argentina,2022-02-08,Vaccine,7120.0,10.0,India,500000.0,82500.0,22400.0,205.1,2040.0,10.0,0.027916667,8542.694,1395.83335,98.4,"Between +2° C and + 8° C, must not be frozen",1.5,0.0276342417500001,0.027916667,101.14128384430873
Cayman Islands,2022-02-08,Vaccine,1103.0,1.0,United States of America,3000.0,43500.0,4380.0,205.1,2040.0,1.0,0.020411111,2488.701,61.233333,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.0,0.0204111109999998,0.020411111,143.7214321129135
Argentina,2022-02-09,Vaccine,7010.0,10.0,India,250000.0,27500.0,11200.0,205.1,2040.0,10.0,0.02625,8542.694,656.25,98.4,"Between +2° C and + 8° C, must not be frozen",1.5,0.02627561111,0.02625,99.65902022221549
Ecuador,2022-02-10,Vaccine,1901.0,10.0,France,465000.0,776550.0,27280.0,205.1,2040.0,10.0,0.033933333,9367.098,1577.8999845,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",1.4,0.0334201432433334,0.033933333,208.41081165434346
Argentina,2022-02-14,Vaccine,7405.0,1.0,India,250000.0,262500.0,73150.0,205.1,2040.0,1.0,0.0,15817.92,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.5,0.0209999999999999,0.0209999999999999,95.94601330806749
Belize,2022-02-14,Vaccine,8205.0,1.0,India,10000.0,32400.0,7547.0,205.1,2040.0,1.0,0.043333333,2979.495,433.33333,188.1,"Between +2° C and + 8° C, can also be frozen",2.8,0.0433333329999997,0.043333333,184.19211506329353
Anguilla,2022-02-16,Vaccine,7010.0,10.0,India,1000.0,112.5,2400.0,205.1,2040.0,10.0,0.038368056,13294.82,3.8368056,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.2,0.0316060364894285,0.038368056,177.7855526547946
Guyana,2022-02-16,Vaccine,7010.0,10.0,India,3690.0,415.13,2250.0,205.1,2040.0,10.0,0.038368056,13838.79,14.157812664,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.3,0.0342075234399999,0.038368056,189.85761450012888
Jamaica,2022-02-16,Vaccine,8205.0,1.0,India,6500.0,21060.0,5056.0,205.1,2040.0,1.0,0.043333333,2549.896,281.6666645,188.1,"Between +2° C and + 8° C, can also be frozen",2.3,0.0433333329999997,0.043333333,182.30313235651934
Jamaica,2022-02-16,Vaccine,7010.0,10.0,India,80000.0,8800.0,5600.0,205.1,2040.0,10.0,0.02625,2549.896,210.0,98.4,"Between +2° C and + 8° C, must not be frozen",2.3,0.0284456184666667,0.02625,107.96030450965027
Peru,2022-02-16,Vaccine,1103.0,1.0,United States of America,300000.0,4350000.0,72500.0,205.1,2040.0,1.0,0.020411111,5890.553,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.2,0.0204111109999998,0.020411111,143.02812788568178
Peru,2022-02-16,Vaccine,1103.0,1.0,United States of America,300000.0,4350000.0,72500.0,205.1,2040.0,1.0,0.020411111,5890.553,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.2,0.0204111109999998,0.020411111,143.02812788568178
Anguilla,2022-02-18,Vaccine,1103.0,1.0,United States of America,1000.0,14500.0,3967.64,205.1,2040.0,1.0,0.020411111,2717.069,20.411111,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.2,0.0204111109999998,0.020411111,142.93644985580195
Guyana,2022-02-18,Vaccine,7405.0,1.0,India,23940.0,23940.0,10100.0,205.1,2040.0,1.0,0.0,13838.79,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.3,0.0209999999999999,0.0209999999999999,102.52362919046419
Guyana,2022-02-18,Vaccine,8205.0,1.0,India,18000.0,58320.0,11700.0,205.1,2040.0,1.0,0.043333333,4096.591,779.999994,188.1,"Between +2° C and + 8° C, can also be frozen",1.3,0.0433333329999997,0.043333333,183.21555960037352
Jamaica,2022-02-18,Vaccine,8205.0,5.0,India,57000.0,92112.0,9333.0,205.1,2040.0,5.0,0.030208333,2549.896,344.3749962,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.3,0.0302083329999999,0.030208333,138.5624429056893
Peru,2022-02-18,Vaccine,8205.0,1.0,India,200000.0,648000.0,88021.0,205.1,2040.0,1.0,0.043333333,5890.553,8666.6666,188.1,"Between +2° C and + 8° C, can also be frozen",3.2,0.0433333329999997,0.043333333,185.35475950504454
Peru,2022-02-18,Vaccine,8205.0,1.0,India,200000.0,648000.0,88021.0,205.1,2040.0,1.0,0.043333333,5890.553,8666.6666,188.1,"Between +2° C and + 8° C, can also be frozen",3.2,0.0433333329999997,0.043333333,185.35475950504454
Jamaica,2022-02-23,Vaccine,1103.0,1.0,United States of America,5000.0,72500.0,5516.55,205.1,2040.0,1.0,0.020411111,2549.896,102.055555,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.3,0.0204111109999998,0.020411111,143.94513913855093
Colombia,2022-02-24,Vaccine,7010.0,10.0,India,26000.0,2860.0,2400.0,205.1,2040.0,10.0,0.02625,4021.171,68.25,98.4,"Between +2° C and + 8° C, must not be frozen",1.8,0.02667954631,0.02625,107.13089855702773
Peru,2022-02-25,Vaccine,7405.0,1.0,India,400000.0,420000.0,121771.0,205.1,2040.0,1.0,0.0,16792.93,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.2,0.0209999999999999,0.0209999999999999,104.21061932442689
Guatemala,2022-03-01,Vaccine,1404.0,12.0,Indonesia,600000.0,70500.0,32395.0,211.7,2358.0,20.0,0.019111111,17921.96,573.33333,94.56148148148148,Should be -20° C or below,3.3,0.0214075197383333,0.019111111,155.69970895843207
Guatemala,2022-03-01,Vaccine,7405.0,1.0,India,350000.0,402500.0,135200.0,211.7,2358.0,1.0,0.018967014,15042.3,6638.454900000001,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.3,0.0192182975235238,0.018967014,100.06117046226312
Honduras,2022-03-01,Vaccine,8205.0,5.0,India,434000.0,701344.0,74521.0,211.7,2358.0,5.0,0.030208333,3234.232,2622.0833044,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",3.8,0.0302083329999999,0.030208333,137.33199656925373
Peru,2022-03-01,Vaccine,1103.0,1.0,United States of America,300000.0,4350000.0,72500.0,211.7,2358.0,1.0,0.020411111,5890.553,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.2,0.0204111109999998,0.020411111,141.77461369833844
Peru,2022-03-01,Vaccine,1103.0,1.0,United States of America,300000.0,4350000.0,72500.0,211.7,2358.0,1.0,0.020411111,5890.553,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.2,0.0204111109999998,0.020411111,141.77461369833844
Peru,2022-03-01,Vaccine,1404.0,12.0,India,400000.0,52000.0,10278.0,211.7,2358.0,20.0,0.041111111,5890.553,822.22222,205.7486111111111,Should be -20° C or below,3.2,0.0396956048266665,0.041111111,248.01800755465098
Nicaragua,2022-03-02,Vaccine,1404.0,12.0,India,143000.0,20735.0,5474.86,211.7,2358.0,20.0,0.0295,15167.33,210.925,2730.9555,Should be -20° C or below,3.0,0.0370437787899999,0.0295,1296.7108766965084
Peru,2022-03-03,Vaccine,1901.0,10.0,France,300000.0,459000.0,7890.0,211.7,2358.0,10.0,0.033933333,10268.11,1017.99999,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.2,0.0339333330000001,0.033933333,211.53312758983589
Anguilla,2022-03-04,Vaccine,7405.0,1.0,India,500.0,500.0,1300.0,211.7,2358.0,1.0,0.0,13294.82,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.2,0.0198663414966666,0.0198663414966666,101.10007416471092
Chile,2022-03-04,Vaccine,7010.0,10.0,India,150000.0,16500.0,8089.0,211.7,2358.0,10.0,0.02625,8271.045,393.75,98.4,"Between +2° C and + 8° C, must not be frozen",3.7,0.02637118056,0.02625,108.84559826744108
Chile,2022-03-04,Vaccine,8205.0,1.0,India,150000.0,486000.0,63267.0,211.7,2358.0,1.0,0.043333333,8271.045,6499.99995,188.1,"Between +2° C and + 8° C, can also be frozen",3.7,0.0433333329999997,0.043333333,185.6492434693894
Cayman Islands,2022-03-07,Vaccine,601.0,1.0,United States of America,600.0,480.0,1467.0,211.7,2358.0,1.0,0.0,14225.51,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",2.0,0.0163086698666667,0.0163086698666667,93.88598873659626
Colombia,2022-03-07,Vaccine,7120.0,10.0,India,400000.0,66000.0,18133.0,211.7,2358.0,10.0,0.027916667,4021.171,1116.66668,98.4,"Between +2° C and + 8° C, must not be frozen",1.8,0.0278003742500001,0.027916667,104.66004369381535
Colombia,2022-03-07,Vaccine,1103.0,1.0,United States of America,300000.0,4350000.0,53000.0,211.7,2358.0,1.0,0.020411111,4021.171,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",1.8,0.0204111109999998,0.020411111,142.63515986294433
Colombia,2022-03-07,Vaccine,1103.0,1.0,United States of America,300000.0,4350000.0,53000.0,211.7,2358.0,1.0,0.020411111,4021.171,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",1.8,0.0204111109999998,0.020411111,142.63515986294433
Colombia,2022-03-07,Vaccine,1103.0,1.0,United States of America,300000.0,4350000.0,53000.0,211.7,2358.0,1.0,0.020411111,4021.171,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",1.8,0.0204111109999998,0.020411111,142.63515986294433
Colombia,2022-03-07,Vaccine,1103.0,1.0,United States of America,300000.0,4350000.0,53000.0,211.7,2358.0,1.0,0.020411111,4021.171,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",1.8,0.0204111109999998,0.020411111,142.63515986294433
Nicaragua,2022-03-07,Vaccine,8205.0,1.0,India,212500.0,688500.0,90133.0,211.7,2358.0,1.0,0.043333333,3408.012,9208.3332625,188.1,"Between +2° C and + 8° C, can also be frozen",3.0,0.0433333329999997,0.043333333,190.06331650316486
Nicaragua,2022-03-07,Vaccine,8205.0,1.0,India,212500.0,688500.0,90133.0,211.7,2358.0,1.0,0.043333333,3408.012,9208.3332625,188.1,"Between +2° C and + 8° C, can also be frozen",3.0,0.0433333329999997,0.043333333,190.06331650316486
Nicaragua,2022-03-07,Vaccine,8205.0,1.0,India,212500.0,688500.0,90133.0,211.7,2358.0,1.0,0.043333333,3408.012,9208.3332625,188.1,"Between +2° C and + 8° C, can also be frozen",3.0,0.0433333329999997,0.043333333,190.06331650316486
Nicaragua,2022-03-07,Vaccine,8205.0,1.0,India,212500.0,688500.0,90133.0,211.7,2358.0,1.0,0.043333333,3408.012,9208.3332625,188.1,"Between +2° C and + 8° C, can also be frozen",3.0,0.0433333329999997,0.043333333,190.06331650316486
Peru,2022-03-07,Vaccine,7405.0,1.0,India,300000.0,315000.0,91146.0,211.7,2358.0,1.0,0.0,16792.93,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.2,0.0209864467599999,0.0209864467599999,98.32101419273803
Jamaica,2022-03-10,Vaccine,7405.0,1.0,India,70000.0,80500.0,28000.0,211.7,2358.0,1.0,0.018967014,14143.62,1327.69098,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.3,0.0209796701399999,0.018967014,97.6298508208516
Montserrat,2022-03-10,Vaccine,7405.0,1.0,India,250.0,262.5,1283.0,211.7,2358.0,1.0,0.0,13363.98,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.4,0.0198663414966666,0.0198663414966666,102.36310226947806
Colombia,2022-03-11,Vaccine,1901.0,10.0,France,25800.0,39474.0,1410.0,211.7,2358.0,10.0,0.033933333,8707.677,87.54799914,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",1.8,0.0338747959700001,0.033933333,245.17096547114363
Colombia,2022-03-14,Vaccine,1301.0,5.0,Netherlands,1000000.0,2500000.0,44690.0,211.7,2358.0,5.0,0.034464286,8927.356,6892.8572,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.8,0.0344193362433335,0.034464286,122.5819901113327
Colombia,2022-03-14,Vaccine,7010.0,10.0,India,500000.0,55000.0,22400.0,211.7,2358.0,10.0,0.02625,4021.171,1312.5,98.4,"Between +2° C and + 8° C, must not be frozen",1.8,0.02637118056,0.02625,105.09505933383893
Colombia,2022-03-15,Vaccine,602.0,1.0,United States of America,250000.0,137500.0,83600.0,211.7,2358.0,1.0,0.0,15290.56,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",1.8,0.017583333,0.017583333,97.70064981882854
Colombia,2022-03-15,Vaccine,8205.0,1.0,India,250000.0,810000.0,110139.0,211.7,2358.0,1.0,0.043333333,4021.171,10833.33325,188.1,"Between +2° C and + 8° C, can also be frozen",1.8,0.0433333329999997,0.043333333,184.6803105195782
Colombia,2022-03-15,Vaccine,8205.0,1.0,India,250000.0,810000.0,110139.0,211.7,2358.0,1.0,0.043333333,4021.171,10833.33325,188.1,"Between +2° C and + 8° C, can also be frozen",1.8,0.0433333329999997,0.043333333,184.6803105195782
Colombia,2022-03-15,Vaccine,8205.0,1.0,India,300000.0,972000.0,131806.0,211.7,2358.0,1.0,0.043333333,4021.171,12999.9999,188.1,"Between +2° C and + 8° C, can also be frozen",1.8,0.0433333329999997,0.043333333,184.06954524829928
Colombia,2022-03-15,Vaccine,7405.0,1.0,India,400000.0,420000.0,116900.0,211.7,2358.0,1.0,0.0,15290.56,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.8,0.0209999999999999,0.0209999999999999,97.47544073230048
Colombia,2022-03-15,Vaccine,7405.0,1.0,India,400000.0,420000.0,116900.0,211.7,2358.0,1.0,0.0,15290.56,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.8,0.0209999999999999,0.0209999999999999,97.47544073230048
Colombia,2022-03-15,Vaccine,7405.0,1.0,India,350000.0,367500.0,102200.0,211.7,2358.0,1.0,0.0,15290.56,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.8,0.0209593402799999,0.0209593402799999,96.97794799480232
Colombia,2022-03-15,Vaccine,7405.0,1.0,India,350000.0,367500.0,102200.0,211.7,2358.0,1.0,0.0,15290.56,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.8,0.0209593402799999,0.0209593402799999,96.97794799480232
Dominican Republic,2022-03-15,Vaccine,1103.0,1.0,United States of America,270000.0,3915000.0,34000.0,211.7,2358.0,1.0,0.020411111,2508.955,5510.99997,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.6,0.0204111109999998,0.020411111,142.52410843546375
Colombia,2022-03-16,Vaccine,8205.0,1.0,India,300000.0,972000.0,131806.0,211.7,2358.0,1.0,0.043333333,4021.171,12999.9999,188.1,"Between +2° C and + 8° C, can also be frozen",1.8,0.0433333329999997,0.043333333,184.06954524829928
Honduras,2022-03-18,Vaccine,8201.0,1.0,Belgium,5000.0,25000.0,6023.0,211.7,2358.0,1.0,0.026041667,8916.339,130.208335,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",3.8,0.0260416670000001,0.026041667,121.21193273800404
Ecuador,2022-03-21,Vaccine,7010.0,10.0,India,598000.0,67275.0,31500.0,211.7,2358.0,10.0,0.038368056,15952.83,2294.4097488,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.4,0.0373346161399999,0.038368056,187.35723895949343
Ecuador,2022-03-21,Vaccine,7010.0,10.0,India,522000.0,58725.0,27100.0,211.7,2358.0,10.0,0.038368056,15952.83,2002.8125232,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.4,0.0337268243733333,0.038368056,187.42225366377585
Turks and Caicos,2022-03-21,Vaccine,8201.0,1.0,Belgium,1600.0,8000.0,2545.0,211.7,2358.0,1.0,0.026041667,7174.894,41.6666672,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",3.3,0.0260416670000001,0.026041667,125.89761763431254
Turks and Caicos,2022-03-21,Vaccine,7405.0,1.0,India,2000.0,2000.0,1575.0,211.7,2358.0,1.0,0.0,13505.43,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.3,0.0209999999999999,0.0209999999999999,99.08103323631927
Argentina,2022-03-23,Vaccine,1301.0,5.0,Netherlands,1500000.0,3750000.0,64714.0,211.7,2358.0,5.0,0.034464286,11466.75,10339.2858,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.5,0.0317829313633334,0.034464286,145.55246914954137
Argentina,2022-03-23,Vaccine,1301.0,5.0,Netherlands,2000000.0,5000000.0,86285.0,211.7,2358.0,5.0,0.034464286,11466.75,13785.7144,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.5,0.0320520503900001,0.034464286,143.22483424377668
Colombia,2022-03-23,Vaccine,1404.0,12.0,India,600000.0,78000.0,15208.0,211.7,2358.0,20.0,0.041111111,4021.171,1233.33333,205.7486111111111,Should be -20° C or below,1.8,0.0346524946423334,0.041111111,250.42942398914977
Ecuador,2022-03-23,Vaccine,8205.0,5.0,India,650000.0,1050400.0,79479.0,211.7,2358.0,5.0,0.030208333,4584.073,3927.08329,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.4,0.0302083329999999,0.030208333,135.3894012606263
Trinidad and Tobago,2022-03-23,Vaccine,8205.0,1.0,India,5000.0,16200.0,4333.0,211.7,2358.0,1.0,0.043333333,3569.325,216.666665,188.1,"Between +2° C and + 8° C, can also be frozen",3.4,0.0433333329999997,0.043333333,183.7430672165571
Dominican Republic,2022-03-25,Vaccine,7010.0,10.0,India,800000.0,90000.0,48000.0,211.7,2358.0,10.0,0.038368056,13701.71,3069.44448,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.6,0.0359461762766666,0.038368056,181.7176885606671
Dominican Republic,2022-03-25,Vaccine,7405.0,1.0,India,225000.0,225000.0,53950.0,211.7,2358.0,1.0,0.0,13701.71,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.6,0.0198547512199999,0.0198547512199999,100.64143921342175
Dominican Republic,2022-03-25,Vaccine,8205.0,1.0,India,160000.0,518400.0,68033.0,211.7,2358.0,1.0,0.043333333,2508.955,6933.33328,188.1,"Between +2° C and + 8° C, can also be frozen",2.6,0.0433333329999997,0.043333333,182.6154043970703
Peru,2022-03-27,Vaccine,601.0,1.0,United States of America,300000.0,240000.0,104167.0,211.7,2358.0,1.0,0.0,16792.93,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.0139925925775,0.0139925925775,97.8847086945987
Peru,2022-03-27,Vaccine,601.0,1.0,United States of America,300000.0,240000.0,104167.0,211.7,2358.0,1.0,0.0,16792.93,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.0139925925775,0.0139925925775,97.8847086945987
Trinidad and Tobago,2022-03-29,Vaccine,1103.0,1.0,United States of America,25000.0,362500.0,5991.4,211.7,2358.0,1.0,0.020411111,3569.325,510.277775,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.4,0.0204111109999998,0.020411111,141.9142125305395
Trinidad and Tobago,2022-03-29,Vaccine,7010.0,10.0,India,30720.0,3456.0,3200.0,211.7,2358.0,10.0,0.038368056,13808.25,117.866668032,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.4,0.0382872689599999,0.038368056,185.41171916484782
Nicaragua,2022-03-30,Vaccine,7010.0,10.0,India,253440.0,28512.0,22400.0,211.7,2358.0,10.0,0.038368056,15167.33,972.400011264,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.0,0.0383276624799999,0.038368056,216.54307592488152
Nicaragua,2022-03-30,Vaccine,7010.0,10.0,India,499200.0,56160.0,44500.0,211.7,2358.0,10.0,0.038368056,15167.33,1915.33335552,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.0,0.0382064819199999,0.038368056,208.37100266784583
Trinidad and Tobago,2022-03-30,Vaccine,7405.0,1.0,India,50000.0,50000.0,14800.0,211.7,2358.0,1.0,0.0,13808.25,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.4,0.0209999999999999,0.0209999999999999,107.30514457672763
Argentina,2022-03-31,Vaccine,8201.0,1.0,Belgium,478000.0,2390000.0,67928.0,211.7,2358.0,1.0,0.026041667,11326.76,12447.916826,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",1.5,0.0260416670000001,0.026041667,121.65920068376627
Argentina,2022-03-31,Vaccine,8201.0,1.0,Belgium,593000.0,2965000.0,87485.0,211.7,2358.0,1.0,0.026041667,11326.76,15442.708531,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",1.5,0.0260416670000001,0.026041667,118.8443003341476
Argentina,2022-03-31,Vaccine,8201.0,1.0,Belgium,429000.0,2145000.0,61320.0,211.7,2358.0,1.0,0.026041667,11326.76,11171.875143,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",1.5,0.0260416670000001,0.026041667,122.29803128272461
Cuba,2022-03-31,Vaccine,8205.0,5.0,India,120000.0,193920.0,9880.473372,211.7,2358.0,5.0,0.030208333,2114.841,724.999992,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.3,0.0302083329999999,0.030208333,139.95225138983332
Cuba,2022-03-31,Vaccine,8205.0,10.0,India,218000.0,338554.0,17949.52663,211.7,2358.0,10.0,0.03375,2114.841,735.75,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.3,0.03375,0.03375,133.9193908508635
Dominican Republic,2022-03-31,Vaccine,8101.0,10.0,India,70000.0,54530.0,6806.0,211.7,2358.0,10.0,0.03375,2508.955,236.25000000000003,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.6,0.03364872686,0.03375,135.2923586655239
Peru,2022-03-31,Vaccine,7010.0,10.0,India,500000.0,55000.0,23333.0,211.7,2358.0,10.0,0.02625,5890.553,1312.5,98.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.02747950929,0.02625,102.01024738090726
Turks and Caicos,2022-03-31,Vaccine,7120.0,10.0,India,1000.0,165.0,1956.0,211.7,2358.0,10.0,0.027916667,2163.191,2.7916667,98.4,"Between +2° C and + 8° C, must not be frozen",3.3,0.0279166670000001,0.027916667,101.89816220711475
Turks and Caicos,2022-03-31,Vaccine,1901.0,10.0,France,100.0,153.0,2887.0,211.7,2358.0,10.0,0.033933333,7041.488,0.33933333,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.3,0.0340991293033334,0.033933333,211.52482918993547
Chile,2022-04-01,Vaccine,1901.0,10.0,France,1000.0,1530.0,1003.0,222.7,2404.0,10.0,0.033933333,11663.39,3.3933333,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.7,0.03375405523,0.033933333,211.8325622364177
Cuba,2022-04-01,Vaccine,1901.0,10.0,France,43000.0,65790.0,1960.0,222.7,2404.0,10.0,0.033933333,7729.485,145.9133319,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",1.3,0.0339078515200001,0.033933333,209.8236800214175
Ecuador,2022-04-01,Vaccine,1404.0,12.0,Indonesia,528000.0,62040.0,28115.0,222.7,2404.0,20.0,0.019111111,19116.09,504.5333304,94.56148148148148,Should be -20° C or below,1.4,0.0209896480366666,0.019111111,141.9385231461989
Ecuador,2022-04-01,Vaccine,1404.0,12.0,Indonesia,528000.0,62040.0,28115.0,222.7,2404.0,20.0,0.019111111,19116.09,504.5333304,94.56148148148148,Should be -20° C or below,1.4,0.0209896480366666,0.019111111,141.9385231461989
Peru,2022-04-04,Vaccine,7120.0,10.0,India,500000.0,82500.0,23333.0,222.7,2404.0,10.0,0.027916667,5890.553,1395.83335,98.4,"Between +2° C and + 8° C, must not be frozen",3.2,0.0279166670000001,0.027916667,101.51922835426369
Argentina,2022-04-05,Vaccine,1901.0,10.0,France,500000.0,765000.0,28050.0,222.7,2404.0,10.0,0.033933333,11072.25,1696.66665,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",1.5,0.0311582445033333,0.033933333,203.97366620661305
Guatemala,2022-04-05,Vaccine,8205.0,1.0,India,250000.0,810000.0,110139.0,222.7,2404.0,1.0,0.043333333,3318.143,10833.33325,188.1,"Between +2° C and + 8° C, can also be frozen",3.3,0.0433333329999997,0.043333333,184.44190509542176
Guatemala,2022-04-05,Vaccine,7010.0,10.0,India,299520.0,33696.0,27200.0,222.7,2404.0,10.0,0.038368056,15042.3,1149.200013312,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.3,0.0383550434333332,0.038368056,208.70031697546293
Argentina,2022-04-08,Vaccine,7010.0,10.0,India,250000.0,27500.0,11667.0,222.7,2404.0,10.0,0.02625,8542.694,656.25,98.4,"Between +2° C and + 8° C, must not be frozen",1.5,0.02627561111,0.02625,100.57073481640882
Argentina,2022-04-08,Vaccine,7405.0,1.0,India,250000.0,262500.0,76198.0,222.7,2404.0,1.0,0.0,15817.92,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.5,0.0209999999999999,0.0209999999999999,96.62975319933275
Cuba,2022-04-08,Vaccine,1301.0,5.0,Netherlands,42000.0,105000.0,3100.0,222.7,2404.0,5.0,0.034464286,7823.974,289.5000024,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.3,0.0344642860000002,0.034464286,130.6690057106994
Honduras,2022-04-08,Vaccine,8205.0,1.0,India,104150.0,337446.0,62617.0,222.7,2404.0,1.0,0.043333333,3234.232,4513.16663195,188.1,"Between +2° C and + 8° C, can also be frozen",3.8,0.0433333329999997,0.043333333,187.26638155856494
Honduras,2022-04-08,Vaccine,8205.0,1.0,India,104150.0,337446.0,62617.0,222.7,2404.0,1.0,0.043333333,3234.232,4513.16663195,188.1,"Between +2° C and + 8° C, can also be frozen",3.8,0.0433333329999997,0.043333333,187.26638155856494
Argentina,2022-04-11,Vaccine,1301.0,5.0,Netherlands,1500000.0,3750000.0,64714.0,222.7,2404.0,5.0,0.034464286,11466.75,10339.2858,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.5,0.0317829313633334,0.034464286,145.5178989163856
British Virgin Islands,2022-04-11,Vaccine,7010.0,10.0,India,1000.0,110.0,1956.0,222.7,2404.0,10.0,0.02625,2638.875,2.625,98.4,"Between +2° C and + 8° C, must not be frozen",4.1,0.02628029514,0.02625,103.81327204205807
Panama,2022-04-11,Vaccine,8101.0,10.0,India,100000.0,77900.0,8750.0,222.7,2404.0,10.0,0.03375,3580.789,337.5,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.5,0.03366412038,0.03375,132.6842771715375
Bermuda,2022-04-12,Vaccine,1103.0,1.0,United States of America,1500.0,21750.0,4315.0,222.7,2404.0,1.0,0.020411111,1248.121,30.6166665,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.0,0.0204111109999998,0.020411111,140.8037837756662
Bermuda,2022-04-12,Vaccine,1901.0,10.0,France,200.0,306.0,930.0,222.7,2404.0,10.0,0.033933333,5764.324,0.6786666600000001,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.0,0.0339333330000001,0.033933333,212.71720595834037
Bermuda,2022-04-13,Vaccine,8201.0,1.0,Belgium,300.0,1500.0,2813.0,222.7,2404.0,1.0,0.026041667,5879.001,7.8125001,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",2.0,0.0260416670000001,0.026041667,123.97978770753102
