Country,PurchaseOrderDate,Type,Product,Variant,SupplierCountry,Quantity,Value,Freight,Air,BDI,Doses,Weight,Distance,TotalShipmentWeight,prod vol,STORAGE CONDITION,Openness,PredictedWeight,FinalWeight,Volume
Colombia,2022-07-13,Vaccine,1301.0,5.0,Netherlands,1000000.0,2500000.0,44690.0,217.3,1895.0,5.0,0.034464286,8927.356,6892.8572,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.8,0.0344193362433335,0.034464286,122.83736482434293
Panama,2022-07-13,Vaccine,602.0,1.0,United States of America,50000.0,24500.0,17500.0,217.3,1895.0,1.0,0.0,15161.38,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",2.5,0.01657702,0.01657702,98.62293271447305
St. Kitts & Nevis,2022-07-14,Vaccine,7120.0,10.0,India,2000.0,330.0,2400.0,217.3,1895.0,10.0,0.027916667,2827.367,5.5833334,98.4,"Between +2° C and + 8° C, must not be frozen",1.6,0.0279166670000001,0.027916667,104.73540674539936
Barbados,2022-07-15,Vaccine,8205.0,1.0,India,3000.0,9720.0,2889.0,217.3,1895.0,1.0,0.043333333,3381.507,129.999999,188.1,"Between +2° C and + 8° C, can also be frozen",2.6,0.0433333329999997,0.043333333,178.74269399780857
Panama,2022-07-15,Vaccine,7010.0,10.0,India,99840.0,11232.0,9300.0,217.3,1895.0,10.0,0.038368056,15161.38,383.066671104,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.5,0.0381660883999999,0.038368056,181.63659583742952
Bahamas,2022-07-18,Vaccine,7010.0,10.0,India,4000.0,440.0,2400.0,217.3,1895.0,10.0,0.02625,1770.893,10.5,98.4,"Between +2° C and + 8° C, must not be frozen",3.1,0.02663373844,0.02625,102.71193507773425
Barbados,2022-07-18,Vaccine,1301.0,5.0,Netherlands,7000.0,17500.0,1654.0,217.3,1895.0,5.0,0.034464286,7144.036,48.2500004,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",2.6,0.0344033626833335,0.034464286,127.88107219206549
Barbados,2022-07-18,Vaccine,1901.0,10.0,France,900.0,1377.0,1775.0,217.3,1895.0,10.0,0.033933333,6882.34,3.0539999700000005,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.6,0.0339333330000001,0.033933333,209.9298132646272
Panama,2022-07-18,Vaccine,8205.0,10.0,India,100000.0,155300.0,8507.0,217.3,1895.0,10.0,0.03375,3580.789,337.5,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.5,0.03375,0.03375,135.5274146939447
Panama,2022-07-18,Vaccine,601.0,1.0,United States of America,100000.0,70000.0,35000.0,217.3,1895.0,1.0,0.0,15161.38,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",2.5,0.0174357404266667,0.0174357404266667,97.87534095786616
Panama,2022-07-18,Vaccine,8205.0,1.0,India,159000.0,515160.0,70417.0,217.3,1895.0,1.0,0.043333333,3580.789,6889.999947,188.1,"Between +2° C and + 8° C, can also be frozen",2.5,0.0433333329999997,0.043333333,181.0826607260042
Panama,2022-07-18,Vaccine,1103.0,1.0,United States of America,200000.0,2900000.0,61311.52,217.3,1895.0,1.0,0.020411111,3580.789,4082.2222,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.5,0.0204111109999998,0.020411111,143.05252542722485
Bahamas,2022-07-19,Vaccine,8205.0,1.0,India,5000.0,16200.0,4333.0,217.3,1895.0,1.0,0.043333333,1770.893,216.666665,188.1,"Between +2° C and + 8° C, can also be frozen",3.1,0.0433333329999997,0.043333333,180.60170694852422
Bahamas,2022-07-19,Vaccine,1901.0,10.0,France,300.0,459.0,948.0,217.3,1895.0,10.0,0.033933333,7209.45,1.01799999,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.1,0.0339333330000001,0.033933333,219.32099539482874
Barbados,2022-07-19,Vaccine,1103.0,1.0,United States of America,8000.0,116000.0,3039.58,217.3,1895.0,1.0,0.020411111,3381.507,163.288888,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.6,0.0204111109999998,0.020411111,140.82014374478294
Barbados,2022-07-19,Vaccine,7010.0,10.0,India,5000.0,550.0,2335.0,217.3,1895.0,10.0,0.02625,3381.507,13.125,98.4,"Between +2° C and + 8° C, must not be frozen",2.6,0.0266539352,0.02625,104.98209293972418
Bermuda,2022-07-19,Vaccine,1103.0,1.0,United States of America,600.0,8700.0,6800.0,217.3,1895.0,1.0,0.020411111,1248.121,12.2466666,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.0,0.0204111109999998,0.020411111,139.3476707984655
Colombia,2022-07-19,Vaccine,1404.0,12.0,India,300000.0,39000.0,11254.0,217.3,1895.0,20.0,0.041111111,4021.171,616.666665,205.7486111111111,Should be -20° C or below,1.8,0.0402973755533332,0.041111111,253.02342876518634
Colombia,2022-07-19,Vaccine,1404.0,12.0,India,200000.0,26000.0,7914.0,217.3,1895.0,20.0,0.041111111,4021.171,411.11111,205.7486111111111,Should be -20° C or below,1.8,0.0406439390399998,0.041111111,306.26111396505803
Barbados,2022-07-20,Vaccine,7120.0,10.0,India,3000.0,495.0,1956.0,217.3,1895.0,10.0,0.027916667,3381.507,8.3750001,98.4,"Between +2° C and + 8° C, must not be frozen",2.6,0.0279166670000001,0.027916667,104.23222843696968
Barbados,2022-07-20,Vaccine,7120.0,10.0,India,3000.0,495.0,1956.0,217.3,1895.0,10.0,0.027916667,3381.507,8.3750001,98.4,"Between +2° C and + 8° C, must not be frozen",2.6,0.0279166670000001,0.027916667,104.23222843696968
Panama,2022-07-20,Vaccine,1901.0,10.0,France,100000.0,153000.0,6120.0,217.3,1895.0,10.0,0.033933333,8671.104,339.33333000000005,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.5,0.0339590287700001,0.033933333,209.86552919905338
Barbados,2022-07-21,Vaccine,7405.0,1.0,India,10000.0,10000.0,3000.0,217.3,1895.0,1.0,0.0,13467.32,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.6,0.0209999999999999,0.0209999999999999,99.91842271321593
Barbados,2022-07-21,Vaccine,601.0,1.0,United States of America,900.0,630.0,1467.0,217.3,1895.0,1.0,0.0,13467.32,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",2.6,0.01522856058,0.01522856058,96.62325335997251
El Salvador,2022-07-21,Vaccine,1901.0,10.0,France,15000.0,22950.0,1654.0,217.3,1895.0,10.0,0.033933333,8984.298,50.89999950000001,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.5,0.0339333330000001,0.033933333,213.3707564054625
Paraguay,2022-07-21,Vaccine,7120.0,10.0,India,150000.0,24750.0,10111.0,217.3,1895.0,10.0,0.027916667,7537.521,418.750005,98.4,"Between +2° C and + 8° C, must not be frozen",2.3,0.0280211808900001,0.027916667,112.70543798722272
El Salvador,2022-07-22,Vaccine,1901.0,10.0,France,1900.0,2907.0,1599.0,217.3,1895.0,10.0,0.033933333,8984.298,6.4473332700000014,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.5,0.0339185552233334,0.033933333,213.07071185773555
Anguilla,2022-07-25,Vaccine,602.0,1.0,United States of America,300.0,147.0,1000.0,217.3,1895.0,1.0,0.0,13294.82,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",2.2,0.0125987292733332,0.0125987292733332,106.94940918249021
Belize,2022-07-25,Vaccine,7405.0,1.0,India,10752.0,12364.8,5500.0,217.3,1895.0,1.0,0.018967014,14715.29,203.933334528,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.8,0.0192448554199999,0.018967014,103.4099198852363
Curacao,2022-07-25,Vaccine,1404.0,12.0,India,1000.0,130.0,2481.0,217.3,1895.0,20.0,0.041111111,4733.0,2.05555555,205.7486111111111,Should be -20° C or below,3.4,0.0387302036133332,0.041111111,458.7950588837164
Suriname,2022-07-25,Vaccine,7405.0,1.0,India,9900.0,9900.0,4625.0,217.3,1895.0,1.0,0.0,13657.92,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.1,0.0209999999999999,0.0209999999999999,98.71474523750308
Antigua and Barbuda ,2022-07-26,Vaccine,7405.0,1.0,India,4000.0,4200.0,3500.0,217.3,1895.0,1.0,0.0,13300.81,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.2,0.0209999999999999,0.0209999999999999,103.21348840665195
Antigua and Barbuda ,2022-07-26,Vaccine,8205.0,1.0,India,4000.0,12960.0,9389.0,217.3,1895.0,1.0,0.043333333,2876.399,173.333332,188.1,"Between +2° C and + 8° C, can also be frozen",2.2,0.0433333329999997,0.043333333,185.80904391652012
Antigua and Barbuda ,2022-07-26,Vaccine,8205.0,1.0,India,4000.0,12960.0,3611.0,217.3,1895.0,1.0,0.043333333,2876.399,173.333332,188.1,"Between +2° C and + 8° C, can also be frozen",2.2,0.0433333329999997,0.043333333,182.77215180781855
Antigua and Barbuda ,2022-07-26,Vaccine,7010.0,10.0,India,2000.0,225.0,1000.0,217.3,1895.0,10.0,0.038368056,13300.81,7.6736112,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.2,0.0313227528866666,0.038368056,194.6373129053546
Belize,2022-07-26,Vaccine,8205.0,5.0,India,5000.0,8080.0,3150.0,217.3,1895.0,5.0,0.030208333,2979.495,30.208333,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.8,0.0302083329999999,0.030208333,137.29626823420315
Cayman Islands,2022-07-26,Vaccine,7010.0,10.0,India,2000.0,225.0,1000.0,217.3,1895.0,10.0,0.038368056,14225.51,7.6736112,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.0,0.0365604459799999,0.038368056,212.0509675844519
Dominica,2022-07-26,Vaccine,7405.0,1.0,India,1400.0,1470.0,2567.0,217.3,1895.0,1.0,0.0,13420.6,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.3,0.0209999999999999,0.0209999999999999,101.76198075088637
Paraguay,2022-07-26,Vaccine,1103.0,1.0,United States of America,200000.0,2900000.0,62000.0,217.3,1895.0,1.0,0.020411111,7537.521,4082.2222,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.3,0.0204111109999998,0.020411111,139.8060370447352
Suriname,2022-07-26,Vaccine,7120.0,10.0,India,3000.0,495.0,2400.0,217.3,1895.0,10.0,0.027916667,4309.072,8.3750001,98.4,"Between +2° C and + 8° C, must not be frozen",1.1,0.0279166670000001,0.027916667,106.48755354395175
Trinidad and Tobago,2022-07-26,Vaccine,8205.0,5.0,India,4000.0,6464.0,1692.0,217.3,1895.0,5.0,0.030208333,3569.325,24.1666664,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",3.4,0.0302083329999999,0.030208333,143.81561420604822
Trinidad and Tobago,2022-07-26,Vaccine,8205.0,5.0,India,4000.0,6464.0,1692.0,217.3,1895.0,5.0,0.030208333,3569.325,24.1666664,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",3.4,0.0302083329999999,0.030208333,143.81561420604822
Trinidad and Tobago,2022-07-26,Vaccine,8205.0,1.0,India,5000.0,16200.0,4550.0,217.3,1895.0,1.0,0.043333333,3569.325,216.666665,188.1,"Between +2° C and + 8° C, can also be frozen",3.4,0.0433333329999997,0.043333333,182.51739859574553
Antigua and Barbuda ,2022-07-27,Vaccine,7120.0,10.0,India,1500.0,247.5,1956.0,217.3,1895.0,10.0,0.027916667,2876.399,4.18750005,98.4,"Between +2° C and + 8° C, must not be frozen",2.2,0.0279459494066668,0.027916667,104.04941305904768
Dominica,2022-07-27,Vaccine,7120.0,10.0,India,1000.0,165.0,2097.018181,217.3,1895.0,10.0,0.027916667,3084.049,2.7916667,98.4,"Between +2° C and + 8° C, must not be frozen",3.3,0.0279166670000001,0.027916667,102.96539868555074
Dominica,2022-07-27,Vaccine,7010.0,10.0,India,1000.0,110.0,2097.018181,217.3,1895.0,10.0,0.02625,3084.049,2.625,98.4,"Between +2° C and + 8° C, must not be frozen",3.3,0.02625,0.02625,102.94767212305074
Dominica,2022-07-27,Vaccine,8205.0,1.0,India,1000.0,3240.0,2097.018181,217.3,1895.0,1.0,0.043333333,3084.049,43.333333,188.1,"Between +2° C and + 8° C, can also be frozen",3.3,0.0433333329999997,0.043333333,178.916607854605
Guatemala,2022-07-27,Vaccine,7405.0,1.0,India,9216.0,10598.4,4700.0,217.3,1895.0,1.0,0.018967014,15042.3,174.800001024,93.08203125,"Between +2° C and + 8° C, must not be frozen",3.3,0.0190415568199999,0.018967014,159.10750902025546
Haiti,2022-07-27,Vaccine,7405.0,1.0,India,278950.0,320792.5,95000.0,217.3,1895.0,1.0,0.018967014,13846.49,5290.8485553,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.8,0.0189873438599999,0.018967014,149.86717824950563
Suriname,2022-07-27,Vaccine,7405.0,1.0,India,15000.0,15000.0,5000.0,217.3,1895.0,1.0,0.0,13657.92,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.1,0.0209999999999999,0.0209999999999999,97.8938058807769
Guatemala,2022-07-28,Vaccine,1404.0,12.0,Indonesia,13000.0,1527.5,3349.0,217.3,1895.0,20.0,0.019111111,17921.96,12.42222215,94.56148148148148,Should be -20° C or below,3.3,0.0248192900713332,0.019111111,327.84274572280134
Antigua and Barbuda ,2022-08-01,Vaccine,7010.0,10.0,India,2000.0,225.0,975.0,217.1,965.0,10.0,0.038368056,13300.81,7.6736112,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.2,0.0313227528866666,0.038368056,200.4300575953846
Bermuda,2022-08-01,Vaccine,602.0,1.0,United States of America,1000.0,490.0,1800.0,217.1,965.0,1.0,0.0,12154.21,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",2.0,0.01701979772,0.01701979772,98.33062212768172
Dominican Republic,2022-08-01,Vaccine,7405.0,1.0,India,270000.0,270000.0,69000.0,217.1,965.0,1.0,0.0,13701.71,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.6,0.0198818576999999,0.0198818576999999,96.88512593853275
Suriname,2022-08-01,Vaccine,8205.0,1.0,India,4500.0,14580.0,3611.0,217.1,965.0,1.0,0.043333333,4309.072,194.9999985,188.1,"Between +2° C and + 8° C, can also be frozen",1.1,0.0433333329999997,0.043333333,178.03429699876523
Cayman Islands,2022-08-02,Vaccine,8201.0,1.0,Belgium,1500.0,7500.0,4059.0,217.1,965.0,1.0,0.026041667,8069.901,39.0625005,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",2.0,0.0260416670000001,0.026041667,127.01287052328964
Bermuda,2022-08-03,Vaccine,1901.0,10.0,France,200.0,306.0,990.0,217.1,965.0,10.0,0.033933333,5764.324,0.6786666600000001,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.0,0.0339333330000001,0.033933333,211.46928226474532
Dominican Republic,2022-08-03,Vaccine,8101.0,10.0,India,100000.0,77900.0,9450.0,217.1,965.0,10.0,0.03375,2508.955,337.5,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.6,0.03364872686,0.03375,136.1077964321148
Dominican Republic,2022-08-03,Vaccine,8205.0,1.0,India,200000.0,648000.0,88021.0,217.1,965.0,1.0,0.043333333,2508.955,8666.6666,188.1,"Between +2° C and + 8° C, can also be frozen",2.6,0.0433333329999997,0.043333333,183.06135244873104
Guatemala,2022-08-03,Vaccine,7120.0,10.0,India,5000.0,825.0,2400.0,217.1,965.0,10.0,0.027916667,3318.143,13.9583335,98.4,"Between +2° C and + 8° C, must not be frozen",3.3,0.0279709494066668,0.027916667,151.58998869228787
St. Kitts & Nevis,2022-08-04,Vaccine,1901.0,10.0,France,300.0,459.0,1655.0,217.1,965.0,10.0,0.033933333,6760.687,1.01799999,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",1.6,0.0338821107800001,0.033933333,210.93824438379292
Bahamas,2022-08-08,Vaccine,1103.0,1.0,United States of America,9000.0,130500.0,5500.0,217.1,965.0,1.0,0.020411111,1770.893,183.699999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.1,0.0203389061499998,0.020411111,142.60013891048317
Colombia,2022-08-08,Vaccine,1901.0,10.0,France,90300.0,138159.0,4605.0,217.1,965.0,10.0,0.033933333,8707.677,306.41799699,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",1.8,0.0339933144966667,0.033933333,209.40323748999202
Colombia,2022-08-09,Vaccine,1103.0,1.0,United States of America,700.0,10150.0,2900.0,217.1,965.0,1.0,0.020411111,4021.171,14.2877777,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",1.8,0.0204111109999998,0.020411111,139.795185019092
Colombia,2022-08-09,Vaccine,7010.0,10.0,India,86000.0,9460.0,4267.0,217.1,965.0,10.0,0.02625,4021.171,225.75,98.4,"Between +2° C and + 8° C, must not be frozen",1.8,0.0267347222400001,0.02625,107.95692551191578
Suriname,2022-08-10,Vaccine,8205.0,5.0,India,10000.0,16160.0,2450.0,217.1,965.0,5.0,0.030208333,4309.072,60.416666,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.1,0.0302083329999999,0.030208333,151.3490503587243
Suriname,2022-08-10,Vaccine,8205.0,5.0,India,9000.0,14544.0,2450.0,217.1,965.0,5.0,0.030208333,4309.072,54.3749994,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.1,0.0302083329999999,0.030208333,151.3490503587243
Guyana,2022-08-15,Vaccine,8205.0,5.0,India,14250.0,23028.0,3675.0,217.1,965.0,5.0,0.030208333,4096.591,86.09374905,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.3,0.0302083329999999,0.030208333,137.17597133512658
Guatemala,2022-08-16,Vaccine,1103.0,1.0,United States of America,400000.0,5800000.0,134450.0,217.1,965.0,1.0,0.020411111,3318.143,8164.444399999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.3,0.0204111109999998,0.020411111,140.62397367842885
Ecuador,2022-08-23,Vaccine,1301.0,5.0,Netherlands,39200.0,98000.0,2900.0,217.1,965.0,5.0,0.034464286,9589.459,270.20000223999995,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.4,0.0344131087500002,0.034464286,127.67881915664822
Colombia,2022-08-25,Vaccine,1103.0,1.0,United States of America,300000.0,4350000.0,51250.0,217.1,965.0,1.0,0.020411111,4021.171,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",1.8,0.0204111109999998,0.020411111,142.40824483550696
Colombia,2022-08-25,Vaccine,1103.0,1.0,United States of America,300000.0,4350000.0,51250.0,217.1,965.0,1.0,0.020411111,4021.171,6123.333299999999,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",1.8,0.0204111109999998,0.020411111,142.40824483550696
Panama,2022-08-26,Vaccine,602.0,1.0,United States of America,50000.0,24500.0,17500.0,217.1,965.0,1.0,0.0,15161.38,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",2.5,0.01657702,0.01657702,102.87338753254733
Panama,2022-08-26,Vaccine,8101.0,10.0,India,100000.0,77900.0,10500.0,217.1,965.0,10.0,0.03375,3580.789,337.5,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",2.5,0.03366412038,0.03375,137.17508364089255
Panama,2022-08-31,Vaccine,1901.0,10.0,France,50000.0,76500.0,3285.0,217.1,965.0,10.0,0.033933333,8671.104,169.66666500000002,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.5,0.0339333330000001,0.033933333,211.3245296069372
Brazil,2022-09-08,Vaccine,7120.0,10.0,India,1300000.0,214500.0,33000.0,230.8,1760.0,10.0,0.027916667,7694.307,3629.16671,98.4,"Between +2° C and + 8° C, must not be frozen",1.4,0.0266911611466668,0.027916667,106.97246925378523
Costa Rica,2022-09-09,Vaccine,602.0,1.0,United States of America,50000.0,24500.0,17500.0,230.8,1760.0,1.0,0.0,15289.71,0.0,86.4,"Between +2° C and + 8° C, must not be frozen",3.9,0.0133769446599999,0.0133769446599999,102.41494561119906
Costa Rica,2022-09-13,Vaccine,1103.0,1.0,United States of America,40000.0,580000.0,8600.0,230.8,1760.0,1.0,0.020411111,3564.9,816.44444,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.9,0.0204111109999998,0.020411111,139.69358826940208
Belize,2022-09-14,Vaccine,1901.0,10.0,France,600.0,918.0,1623.5,230.8,1760.0,10.0,0.033933333,8664.439,2.03599998,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.8,0.0339333330000001,0.033933333,212.98928482331172
Colombia,2022-09-14,Vaccine,8201.0,1.0,Belgium,89300.0,446500.0,15645.0,230.8,1760.0,1.0,0.026041667,8874.132,2325.5208631,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",1.8,0.0260416670000001,0.026041667,110.83398309523045
Costa Rica,2022-09-14,Vaccine,7010.0,10.0,India,153600.0,17280.0,12200.0,230.8,1760.0,10.0,0.038368056,15289.71,589.3333401599999,186.1640625,"Between +2° C and + 8° C, must not be frozen",3.9,0.0382064819199999,0.038368056,182.90655002188305
Costa Rica,2022-09-15,Vaccine,8205.0,1.0,India,90000.0,291600.0,39722.0,230.8,1760.0,1.0,0.043333333,3564.9,3899.99997,188.1,"Between +2° C and + 8° C, can also be frozen",3.9,0.0433333329999997,0.043333333,184.42090477445294
Bermuda,2022-09-16,Vaccine,8201.0,1.0,Belgium,900.0,4500.0,4103.0,230.8,1760.0,1.0,0.026041667,5879.001,23.4375003,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",2.0,0.0260416670000001,0.026041667,127.16391862073112
Montserrat,2022-09-16,Vaccine,8201.0,1.0,Belgium,200.0,1000.0,3518.0,230.8,1760.0,1.0,0.026041667,6944.554,5.2083334,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",3.4,0.0260416670000001,0.026041667,129.79063494042413
Ecuador,2022-09-26,Vaccine,7010.0,10.0,India,207360.0,23328.0,15300.0,230.8,1760.0,10.0,0.038368056,15952.83,795.600009216,186.1640625,"Between +2° C and + 8° C, must not be frozen",1.4,0.0380734402299999,0.038368056,189.79989841781008
Panama,2022-09-26,Vaccine,8201.0,1.0,Belgium,24100.0,120500.0,5847.0,230.8,1760.0,1.0,0.026041667,8814.414,627.6041747,134.58859374999997,"Between +2° C and + 8° C, can also be frozen",2.5,0.0260416670000001,0.026041667,120.11148663504478
Trinidad and Tobago,2022-09-26,Vaccine,1103.0,1.0,United States of America,25000.0,362500.0,4950.0,230.8,1760.0,1.0,0.020411111,3569.325,510.277775,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",3.4,0.0204111109999998,0.020411111,143.38758719529264
Dominican Republic,2022-10-03,Vaccine,1103.0,1.0,United States of America,270000.0,3915000.0,35100.0,228.1,1463.0,1.0,0.020411111,2508.955,5510.99997,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.6,0.0204111109999998,0.020411111,141.80558108641355
Guyana,2022-10-04,Vaccine,7405.0,1.0,India,23940.0,23940.0,10400.0,228.1,1463.0,1.0,0.0,13838.79,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",1.3,0.0209999999999999,0.0209999999999999,101.47528360748711
Bolivia,2022-10-24,Vaccine,1901.0,10.0,France,203000.0,310590.0,16297.0,228.1,1463.0,10.0,0.033933333,10038.45,688.8466599000001,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.0,0.0326370349866667,0.033933333,256.77841919240467
Colombia,2022-10-24,Vaccine,1901.0,10.0,France,1000000.0,1530000.0,38792.0,228.1,1463.0,10.0,0.033933333,8707.677,3393.3333,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",1.8,0.0339663224333334,0.033933333,215.98091710628566
Panama,2022-10-24,Vaccine,1103.0,1.0,United States of America,54000.0,783000.0,14000.0,228.1,1463.0,1.0,0.020411111,3580.789,1102.199994,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.5,0.0204111109999998,0.020411111,142.04435829359664
Paraguay,2022-10-24,Vaccine,1103.0,1.0,United States of America,150000.0,2175000.0,51500.0,228.1,1463.0,1.0,0.020411111,7537.521,3061.66665,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.3,0.0204111109999998,0.020411111,140.14839821419318
Nicaragua,2022-11-08,Vaccine,1901.0,10.0,France,2000.0,3060.0,1710.0,195.2,1355.0,10.0,0.033933333,8906.699,6.7866666,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",3.0,0.0339185552233334,0.033933333,281.10489225792213
Uruguay,2022-11-08,Vaccine,7010.0,10.0,India,153600.0,17280.0,11600.0,195.2,1355.0,10.0,0.038368056,15606.99,589.3333401599999,186.1640625,"Between +2° C and + 8° C, must not be frozen",2.0,0.0383276624799999,0.038368056,189.51799777804618
Uruguay,2022-11-08,Vaccine,1901.0,10.0,France,10000.0,15300.0,925.0,195.2,1355.0,10.0,0.033933333,10972.42,33.933333000000005,215.3453333333333,"Between +2° C and + 8° C, can also be frozen",2.0,0.0339251663350001,0.033933333,213.0750581468828
Uruguay,2022-11-09,Vaccine,1103.0,1.0,United States of America,100000.0,1450000.0,27100.0,195.2,1355.0,1.0,0.020411111,8617.354,2041.1111,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.0,0.0204111109999998,0.020411111,139.00208541986
Uruguay,2022-11-09,Vaccine,7405.0,1.0,India,100000.0,105000.0,39200.0,195.2,1355.0,1.0,0.0,15606.99,0.0,93.08203125,"Between +2° C and + 8° C, must not be frozen",2.0,0.0209999999999999,0.0209999999999999,107.79361017558544
Uruguay,2022-11-09,Vaccine,8205.0,1.0,India,50000.0,162000.0,26542.0,195.2,1355.0,1.0,0.043333333,8617.354,2166.66665,188.1,"Between +2° C and + 8° C, can also be frozen",2.0,0.0433333329999997,0.043333333,182.7853004037856
Uruguay,2022-11-11,Vaccine,7120.0,10.0,India,20000.0,3300.0,2667.0,195.2,1355.0,10.0,0.027916667,8617.354,55.833334,98.4,"Between +2° C and + 8° C, must not be frozen",2.0,0.0279166670000001,0.027916667,105.5820446136417
Brazil,2022-11-14,Vaccine,8205.0,5.0,India,1250000.0,2020000.0,52668.0,195.2,1355.0,5.0,0.030208333,7694.307,7552.08325,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.4,0.0302083329999999,0.030208333,136.63028383353623
Brazil,2022-11-14,Vaccine,8205.0,5.0,India,1250000.0,2020000.0,52668.0,195.2,1355.0,5.0,0.030208333,7694.307,7552.08325,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.4,0.0302083329999999,0.030208333,136.63028383353623
Brazil,2022-11-14,Vaccine,8205.0,5.0,India,1000000.0,1616000.0,42084.0,195.2,1355.0,5.0,0.030208333,7694.307,6041.6666000000005,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.4,0.0302083329999999,0.030208333,137.0095443108084
Brazil,2022-11-14,Vaccine,8205.0,5.0,India,1000000.0,1616000.0,42084.0,195.2,1355.0,5.0,0.030208333,7694.307,6041.6666000000005,137.18833333333333,"Between +2° C and + 8° C, can also be frozen",1.4,0.0302083329999999,0.030208333,137.0095443108084
Cayman Islands,2022-11-21,Vaccine,1103.0,1.0,United States of America,2400.0,34800.0,4250.0,195.2,1355.0,1.0,0.020411111,2488.701,48.9866664,144.58170008333332,"Between +2° C and + 8° C, must not be frozen",2.0,0.0204111109999998,0.020411111,147.67887303699285
Cuba,2022-11-28,Vaccine,1404.0,12.0,India,1022000.0,132860.0,16637.0,195.2,1355.0,20.0,0.041111111,2114.841,2100.7777721,205.7486111111111,Should be -20° C or below,1.3,0.035171111,0.041111111,217.63627483619027
Cuba,2022-11-30,Vaccine,1301.0,5.0,Netherlands,5200.0,13000.0,1200.0,195.2,1355.0,5.0,0.034464286,7823.974,35.84285744,119.3142857142857,"Between +2° C and + 8° C, must not be frozen",1.3,0.0344484420700002,0.034464286,126.95257965477009
